First Date [DAP],Second Date [DAP],Distance [DAP],Red,Green,Blue,BI,GLI,NGRDI,VARI,BGI,BCC,CIVE,COM1,COM2,ExG,ExG2,ExGR,ExR,Gmb,GmR,GdB,GdR,GCC,MExG,MGVRI,NDI,NDRBI,NGBDI,RmB,RdB,RCC,MRCC,RGBVI,TGI,VEG,NRMBI,MSRGR,TNDGR,Height
9,9,0,1.0,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999998,1.0,0.9999999999999999,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,
9,10,1,0.8096640950724754,0.8913096886974448,0.672338313612492,0.8095124390880779,0.9854116884391587,0.9933184059603369,0.9887841238118366,0.9316866165605762,0.9490261708994043,0.8753293028775524,0.944257319321183,0.986826350077957,0.8955930644870895,0.9889439922703898,0.6921591066571378,0.6773664393503048,0.8425123158044766,0.967314864698241,0.9932154648583106,0.9972786326117382,0.9889439429959931,0.9626927705125827,0.9910541923800431,0.9933184996492389,0.9467515030209253,0.9705215857109513,0.804296764405168,0.9712802439600037,0.9752019605337867,0.7744228556126675,0.9800453781869056,0.812592526922211,0.9959350846722127,0.8651989423114661,0.9959473361254527,0.9913246836435593,
9,15,6,0.8903397323656117,0.937446109370859,0.8025782796363848,0.8895074970785264,0.9886140947089201,0.9918139500178105,0.9876726259539863,0.9564921926145992,0.9673401375210418,0.9193332465816462,0.9640904678310211,0.9892687925471234,0.931809500148066,0.9910939138559536,0.8189521803220667,0.8234482714301538,0.9038949482301576,0.96828362432321,0.9946398349973125,0.9964247631113394,0.9910938737144577,0.9718834463858095,0.9892611244100377,0.9918140703815428,0.9643667051591958,0.9800409775547027,0.8818215713334059,0.980095733937379,0.9788903569191982,0.8600429939908918,0.9844989977778869,0.8909529930450961,0.9959118410462059,0.9111164943495513,0.9948365844064886,0.9896520419728575,
9,17,8,0.8876533458285796,0.9401291216192955,0.7906982482089517,0.8892544740790731,0.9366308501802278,0.9715644498181186,0.9721779190474226,0.8189568325927631,0.8577782781751454,0.7193950799643147,0.8876924373693875,0.931263159731786,0.7202728896728755,0.9472943838021588,0.7209816010794747,0.787371216142974,0.6314313495187227,0.8786163240209979,0.9637155499443291,0.9858128475073777,0.9472941709125944,0.8562894412816262,0.9641220069290695,0.9715648659696308,0.8733076613475406,0.8992650982311272,0.6534616445494331,0.9188035692829761,0.97199449453677,0.8560896497100217,0.9210772546013317,0.8929135168110787,0.974072308308577,0.7435114757604246,0.9806945955290615,0.9657124751244646,
9,22,13,0.8288245585707195,0.9024483574148668,0.6895660779888532,0.8295645917465236,0.8939783110680133,0.9342277012220737,0.9359319575879508,0.7436536470767721,0.8066132597896969,0.5721788052250562,0.8122695382249652,0.868867177067812,0.5616261945829353,0.9094528121533767,0.6240375585136354,0.7030715831265706,0.45363451213680145,0.7626595465934394,0.9413258774939337,0.9599374858134988,0.9094524598240578,0.7102886026352653,0.9219641665331226,0.9342288425535438,0.8417539999288877,0.8527894716727071,0.5135177630285752,0.8959333028569942,0.9383050290076773,0.8118463278807585,0.8737144566485937,0.8322088356148699,0.946961150848793,0.691136736124954,0.9502221446661471,0.9251688885486784,
9,24,15,0.7551375050833314,0.8429620365395564,0.613073196988259,0.7537375937754693,0.9631019762687854,0.9720697585953039,0.9663766101253417,0.8776115019791275,0.891292276727158,0.7514198355977872,0.9366752417949986,0.945209766408283,0.7172599596140139,0.9680543715956914,0.829583614386264,0.6956937298007104,0.6543936153405865,0.8671629608507054,0.9678344304387552,0.9814749198435411,0.9680542334401134,0.7554741995474623,0.9672382771847297,0.9720701616051055,0.8751863202580636,0.9358513140416912,0.6842663156716391,0.9116918542947597,0.9306856062800404,0.7747010407842829,0.9572052370631731,0.7540886150059201,0.979795732868754,0.7506270834576909,0.9780334149244607,0.9686403577898848,
9,27,18,0.8516541390869252,0.9108692595984317,0.7898908754819605,0.8608223008876307,0.9530783614958271,0.9549260375853981,0.946371253700393,0.772883319692611,0.710750972327886,0.7160303530137622,0.9277278096581771,0.9334774114417694,0.6874135972608295,0.957188751193829,0.8188928018391869,0.7654076177810084,0.43684535283425496,0.8727069218771498,0.8649840406586353,0.9686956012594627,0.9571885772728526,0.8319429251613601,0.9481578115157818,0.9549265280021033,0.5799766801303893,0.8370511661925113,0.18714100791262872,0.5635192999422247,0.7615707370136602,0.848747451264444,0.9365188729991717,0.8685681082921102,0.9711324566120221,0.3873751453463682,0.9634832045829802,0.9506603020865265,
9,30,21,0.8242758325145183,0.8759437203740811,0.7274310360916408,0.8202966893625596,0.941333943829722,0.9307366385500744,0.9267795765985368,0.852671897284625,0.8576724560363483,0.5027508916984527,0.8244672656519636,0.8803173938279869,0.49857797746912164,0.9471805770941752,0.5515109050814329,0.7019936963770256,0.4250362529942784,0.6462494639361384,0.9367536002858767,0.9452100181732899,0.9471803319897811,0.6267846200768875,0.9237334061643017,0.9307376846486479,0.8037228368627355,0.9108948261973829,0.4490927698249506,0.8086483053400508,0.8533704199443197,0.8169068927499235,0.9344879892835526,0.8132266352464734,0.9561276462643791,0.6843371219831278,0.9397942821303391,0.926210640479794,
9,32,23,0.8670520143352363,0.9232413644156423,0.7842917057183646,0.87298477432092,0.959885474234684,0.9592067387843973,0.9615340401318178,0.8964221337088135,0.8873505619930416,0.7435550216333746,0.9116395709613055,0.9394322380344133,0.7365472040428569,0.9624015035981635,0.7486740141640376,0.7647732300391531,0.5977106709761679,0.8702845202468952,0.9387121572873391,0.9680592281687035,0.9624013255525847,0.8503867579973126,0.9549509865734709,0.9592073167265694,0.8377650708453512,0.9313926333690279,0.49936358584537094,0.8219220620357561,0.9060236989074528,0.8602177390868856,0.9572648377183521,0.8776424322925057,0.9678429785015031,0.750902859473157,0.9647185146644779,0.9565750083548246,
9,34,25,0.830888005790708,0.8909845980469113,0.7721020893313575,0.837443819164555,0.9207691048835982,0.9473018729281215,0.9483057692250441,0.7727284994956107,0.7627101279297921,0.619414494753797,0.870127493098258,0.8863435773116186,0.5924275587516572,0.9277405347143068,0.746175462633215,0.7640473039231332,0.43140016846416995,0.8336525382944314,0.8769727662243875,0.9553602577547297,0.9277402072655841,0.7335956343931527,0.9433388685160451,0.9473027216120324,0.7084124332564129,0.8460590979741265,0.3635703606079038,0.702655596035523,0.8662088587048755,0.8285225931068505,0.9076968385488482,0.8449380075196012,0.9473202836825969,0.5708759933577,0.9524416357973093,0.9444818087166587,
