"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32"
"W10004_0812 X PHK76",-2.94353153483129,-0.371404313137037,-0.509060654812578,0.108433888858386,-0.0103326141813797,0.00226251147857555,-0.00204519230456515,0.000226550646603318,0.000558039915787775,-0.000166057900433489,0.000736581699304593,9.02923592532301e-05,0.000196174865669849,-9.05525776496857e-05,7.09019281189549e-05,-8.08098251084965e-05,-1.3068989121956e-05,-3.5113387642921e-06,2.0702021400823e-06,3.6079654846255e-06,-9.8278243432226e-07,2.37445093635713e-07,-1.02293550560684e-07,-9.01920096524345e-08,-1.29488533784361e-09,1.90113789988455e-09,2.68637964651042e-09,-1.48529226765004e-09,-2.72555783498163e-10,-5.08038056068472e-12,-4.95783969434171e-12,2.19112922250631e-12
"W10004_0812 X PHP02",1.25427339271474,1.12908089651179,0.79959202580789,-0.273665472972865,-0.0407009771789815,-0.0291149154577231,0.00276969860708201,0.00891922488319245,-0.00342108617460181,0.000764905343495888,0.00518631938510191,0.00137074482016345,0.00115903870279294,-0.000269660102311511,7.84389828166476e-06,0.000109193079649642,-6.36014463830797e-05,3.098453024028e-06,-7.83036166373402e-06,7.63530194990147e-06,1.07295172331601e-06,-4.15185784682914e-07,-3.61402404724931e-07,1.39834349183188e-07,8.58344495480168e-09,-7.25517418920241e-08,-1.1253789872212e-08,1.56417319461394e-09,4.19062146095328e-10,-1.49147222350265e-11,5.19474741000892e-12,-5.0024810682725e-12
"W10004_0812 X PHZ51",-7.6624856956127,-0.177334302120173,0.691087297953112,-0.0939310230314168,-0.0100790405286205,0.0213545880295406,0.0244013428693917,0.00550759916228635,-0.00121653152690634,-0.000807678146871604,-0.0019119588993801,-0.00424985593932259,-9.50128599307709e-05,0.000626374262633123,1.7332581448426e-06,-0.000104900398110841,9.35575040971748e-05,9.70860047183608e-06,1.82467343984305e-07,-1.88032287902207e-05,1.31679030956899e-07,-1.90707158054249e-06,7.83361173678498e-07,3.19293571277024e-07,-8.47386123492555e-08,4.28010344111218e-08,7.36106042786844e-09,4.2253272131143e-09,2.25444640733485e-09,1.4801737613368e-10,3.71541686305932e-11,-6.33383623327433e-12
"W10004_0814 X PHK76",0.504740621684149,-0.807645757760623,-0.166452781375951,0.0793478025317886,-0.0161728168992462,0.000292103142164639,0.0071729107561128,0.00326358931064016,1.95787646168864e-05,-0.000431295404466102,-0.000621699472123338,-0.00136258951735632,0.000219744299114786,0.000157965289144422,9.28963860438335e-05,-6.81899560544636e-05,1.87346737822499e-05,-2.15285028903021e-06,7.21718874163507e-06,-2.34392445287637e-06,-1.15345206946546e-06,5.2749944166007e-07,1.32824292090224e-07,-2.52737501586775e-08,-3.93675034975408e-08,-1.78551141007816e-08,7.27791093623614e-09,-3.39086033340416e-09,2.83812591483912e-11,3.44755231307392e-11,2.36963747235475e-12,4.63779969289702e-12
"W10004_0814 X PHP02",1.28942528211323,0.437613461974892,0.453108365157892,0.0502483450953104,-0.0437272168184046,-0.0121367652216542,0.0158233393481275,0.00528345326461635,-0.00172606564488965,-0.000231381619261804,0.00174664989946265,-0.00229087542068673,0.000448543209781271,0.000183529183828662,9.61529722115634e-05,-0.000114887303161261,1.64289246286087e-05,8.3853448960558e-06,8.18272779221779e-06,-3.49099585586488e-06,-7.2384637875289e-07,3.19705813010829e-07,2.98340202785352e-07,1.017597024075e-07,-4.25781198215569e-08,-1.97167656541819e-08,2.12463537041518e-09,-3.43005849504779e-09,4.44058373405554e-10,7.04989400190925e-11,8.20342405116747e-12,5.17857284831891e-12
"W10004_0814 X PHZ51",-6.31207082724333,-0.182067819230151,0.177119650474855,-0.193206740301209,-0.00708809362211694,0.00124703152661242,-6.84700318442921e-05,0.00545994986349663,-0.0011834657051282,0.000342257598410861,-0.00106162172974973,0.00102027669092797,0.000788628800868441,-3.53526870056631e-05,6.90753088775642e-05,0.000116233167032354,-3.05041805190309e-05,-2.051928373345e-05,-5.45454265772627e-06,4.92814794300633e-06,-2.65017157607961e-07,2.45643682755814e-08,-5.57375413795524e-07,-1.80913636183e-07,4.17548809417134e-08,-3.60311552122239e-08,-8.11792194577166e-09,2.03356744638006e-09,-1.74056713486692e-10,-5.59205459715884e-11,-1.83855708435487e-12,-4.62740956663765e-12
"W10004_0815 X PHK76",-3.28787291567788,-0.0274274197001717,-0.487042971327341,0.219475758622824,-0.0331854944473014,-0.00789351531364753,-0.000908091616862172,-0.00152987135924354,0.00068846963543202,-0.000182581001358553,-0.00159862567724569,0.000343174174869856,4.1941952582128e-05,-0.000114017962087182,0.000118507267671875,-0.000141625784362526,-1.03984840891247e-05,3.38672568801768e-06,1.18783209826709e-05,2.92056338307978e-06,-1.17153845460849e-06,7.17995418265949e-07,5.90863665494989e-08,4.91792735007879e-08,-1.53203562613946e-08,4.21636827049876e-08,3.19046776497967e-09,4.03878706693728e-09,6.67461919068302e-11,4.61315430300147e-11,-1.8082341179948e-12,5.3895360396794e-12
"W10004_0815 X PHP02",0.217642449029355,1.32015423422441,0.606008607315954,0.0636503716735336,-0.0608005614540454,-0.0212574786732347,0.0154630520279488,0.00490728354320271,-0.00242532037930672,5.55563555702486e-05,0.00297855664312259,-0.00184086430617845,0.000618923362743953,6.34008029509192e-05,0.000116625879539478,-0.000145154417784274,-4.01116624920012e-06,1.13844073582961e-05,9.66969023975112e-06,-4.7438717011572e-07,-7.66679196892439e-07,5.53820600372734e-07,2.63215504395925e-07,9.70454950774413e-08,-3.00991642165904e-08,-1.26589293179824e-08,5.36924255056803e-10,-2.87778095971192e-09,2.41080919116676e-10,6.73799141481801e-11,4.22874929517647e-12,6.47478598514439e-12
"W10004_0815 X PHZ51",-5.8521572514022,0.218800404560514,0.0461601502564184,-0.0680765877964736,-0.014303055655299,0.00165272114472751,0.00235822809918945,0.00349011762692861,-0.000938088473602688,0.000142604806254193,0.00083086670943437,-9.0129858063559e-06,0.000582743037708222,-1.0944751788422e-05,7.86005938897827e-05,-1.14857732504969e-05,-1.67256311641717e-05,-1.04116163073265e-05,-6.68689112984233e-07,2.78089989999564e-06,-9.68248748900447e-07,1.03762885950154e-07,-2.25139290821463e-07,-1.78503666931062e-07,1.25035815035091e-10,-4.52346663182279e-08,2.92326082784733e-09,-2.25890983002186e-09,-4.70984418132758e-10,-4.25635360290499e-11,-5.95787308377282e-12,-1.20042864537595e-12
"W10004_0818 X PHP02",-5.8468309080228,1.95374986374187,0.266603241727758,0.431480638811993,-0.11265982922779,-0.0541426785055732,-0.00788487473207689,-0.0129298428612358,0.00191310928857086,0.000344695544515869,-0.0188209161008146,0.00666499282671403,-0.00128949734135575,-0.000198371492019511,-0.000138627241608985,0.000591611202655773,4.6578053357893e-06,-4.03450654046511e-05,-1.54871875566176e-05,-1.51607912370622e-05,2.34766661466601e-06,-1.93411634588636e-06,-3.18717376782129e-07,-2.62723829969058e-07,-5.43117492646239e-09,-9.91611658757163e-08,1.21747308623465e-08,-9.52540081533559e-10,-1.15716325410631e-11,-1.19000614917653e-10,9.31443255858255e-11,-4.89315810092705e-11
"W10004_0818 X PHZ51",-8.44571197369682,-0.478862158293669,0.384828263515827,-0.219939650268634,-0.00911465582787528,0.00846927103022617,0.00905265151773618,0.00820785983315706,-0.00175796308980634,0.00012863976318303,-0.00317850447508213,-0.000582991680637107,0.000977138981444747,0.00030330620058594,0.000139465000988492,0.000144265365001173,1.04352867415503e-05,-3.90046354409312e-05,-7.55241120703465e-06,-3.79624380186794e-06,-1.76982519878299e-06,3.19379749036397e-08,-5.05701412634174e-07,-5.27522855786611e-07,5.79817749923883e-08,2.50457169725937e-08,1.43994400292335e-08,6.04447063928815e-09,-1.07902831114615e-09,-1.23057619649813e-10,-1.22368226662672e-11,-3.41587869101545e-12
"W10004_0819 X PHK76",-3.34428244236343,2.10831913081755,-0.0524342523590572,-0.262887709731749,0.118487021987093,0.0746014771244905,-0.0117864997129056,-0.0216097183155585,0.00660273252432567,-0.00128105233934877,-0.00930547508440176,-0.00530304041601018,-0.000402724671992601,0.00105371346588104,0.000354470431748105,0.000146514013768542,-2.69394396048561e-05,-6.09362234405483e-05,1.62963946003999e-06,1.80174988837073e-05,3.37014711422612e-06,1.22790302747519e-06,-2.41717134960573e-07,8.51885462033186e-07,-1.1743047809154e-07,5.20246472290875e-09,2.41264832417931e-08,4.61146500499443e-09,-7.5415473865803e-10,-5.20852388996573e-11,-1.20959631200179e-11,-7.09664965681256e-13
"W10004_0819 X PHP02",-2.50198234890563,-0.215159906572639,-0.287236822016559,0.0625853666661561,-0.0146220584247715,1.24063418068671e-06,0.000928325177077749,0.0017510125179432,-3.75015489099441e-05,-0.000108090703700124,0.000988077574615354,-0.000220926420860482,0.000335718304996457,-4.02363418440937e-05,7.90498258137623e-05,-6.49105307197334e-05,-1.11932700983808e-05,-4.47970428525679e-06,2.29670411128202e-06,2.82753801665592e-06,-1.03553849237215e-06,3.00692120883128e-07,-9.9282207816076e-08,-1.08688745448227e-07,-6.49074513581205e-09,-1.84611823605962e-08,2.77287220962208e-09,-5.22764500091033e-10,-1.19176640778207e-10,6.27504992412042e-12,-2.30683527835396e-12,2.46750536669893e-12
"W10004_0819 X PHZ51",-15.4088924789331,1.1704081017677,-0.0715078201787843,-0.137178574108114,-0.0010260823454524,0.0128219542544626,-0.00671008500001091,-0.000616074186568283,-0.000523131230368637,0.000476005473577457,0.00117327712038223,0.00158254122095164,0.000372915345677738,-0.0002175844571215,1.15948475887251e-05,-3.61485209048329e-05,-3.7736959269008e-05,-4.32712931014434e-06,-2.90640392003327e-06,6.20955367680587e-06,-1.59668152033277e-07,-2.84184214716099e-07,-1.35783189525451e-07,-8.82990547901308e-08,4.29660751422034e-09,-2.83741548590122e-08,-3.70463082433048e-09,-1.48098697194676e-09,-1.15558562718832e-10,-1.93101090673053e-11,-1.19582121982376e-12,-6.08255112943823e-12
"W10004_0820 X PHK76",1.41573236871879,-0.483672489716915,-0.205609973334394,0.119763567066699,-0.0246561377726806,-0.00609923504317841,0.00549734404689844,0.00262770076236295,-8.96487618538607e-05,-0.00030727398364655,0.000361449069508488,-0.000978435129726278,0.00027435524419591,5.2717716150244e-05,0.000100189264796768,-8.62191632658507e-05,3.72916170962578e-06,1.0416902944399e-08,7.34765833236908e-06,3.10938972965247e-07,-1.12323475903037e-06,6.36229553745843e-07,6.23745111498486e-08,-1.99659639377181e-08,-2.64049550419143e-08,-9.64434569011852e-09,5.70739443206403e-09,-3.05866977752534e-09,-2.38968927979144e-10,5.4566698381997e-12,-3.2074828903994e-12,4.86969839452733e-12
"W10004_0820 X PHP02",8.85540458264167,-1.76838731714308,-0.197834284176013,-0.113621364223652,0.00602245026904494,-0.0112064074809502,-0.00623647505592015,0.00513108267238255,0.000382015060732009,-1.1731910677798e-05,-1.82718887863885e-05,0.00163940543320837,0.000327309071624649,-0.000170850636041386,-3.78732065789977e-05,0.000176168100946339,-3.08314996696479e-05,-1.78546693457848e-06,-5.71996299078559e-06,5.59732918492539e-06,1.37311759523806e-06,-1.08759502293054e-07,-3.92401509119455e-07,2.19719287097853e-07,2.00409305817217e-09,-4.41969275899456e-08,-1.34868813894684e-08,3.89435626108048e-10,7.88386633754357e-10,3.86493614890071e-11,1.17149623335422e-11,-1.22198084984149e-12
"W10004_0820 X PHZ51",-0.336103120350159,-0.858779408391501,-0.586213966844109,0.113541787973237,-0.00491651243376507,0.00264678118507621,-0.00204540863558778,0.0007996319913968,0.00083462231365343,-0.000284760036158405,0.000558289718302292,-5.91876816773765e-05,0.000163953129909616,-5.61919501035138e-05,6.40256052335184e-05,-5.400138374205e-05,-8.06062228080051e-06,-5.19026978074849e-06,1.31601448499427e-06,3.1130924226172e-06,-9.35091529714882e-07,2.69804533110929e-07,-1.40033031163778e-07,-9.70853831876173e-08,-2.9616413696476e-09,-9.45145569100636e-09,2.80691824644519e-09,-4.8713996768715e-10,-2.6852047668724e-10,-2.0435604597413e-11,-5.71957065043094e-12,2.13915864188952e-12
"W10004_0822 X PHK76",3.82050592032961,0.514218200801375,0.0247990508369681,-0.0433492346127225,-0.00644676906101826,-0.0070699037216861,-0.00208729475679008,0.00115708391321588,-0.000344336252813961,7.14128844162276e-05,0.00587252178621816,9.20915970920172e-05,7.92679525229018e-05,-0.000128161551189276,-8.99906365824932e-05,1.01640837140982e-05,-9.6796836166757e-06,1.08526463372949e-05,-7.74295380871759e-06,-3.88771469184146e-08,7.81002535477082e-07,-5.72566539416841e-07,1.77544494550652e-07,6.80446877177054e-08,-1.44555723780027e-08,-2.37725126667199e-08,1.90639032338069e-10,-2.0595251407074e-09,2.57994958730023e-10,1.64891156284597e-11,3.08306158380844e-12,-2.06899775090363e-12
"W10004_0822 X PHP02",21.0877828575264,0.101605202087428,0.467317121672302,-0.0534133076368199,-0.0180476360561047,-0.0332884662774669,0.000326950291410943,0.0017376352111651,-2.63090226362284e-05,-0.000226915904832425,0.00621179478425619,-0.000685777701828927,-0.000375641741504396,7.22280483682614e-05,-6.48833387462133e-05,-2.21285497359336e-05,3.17393034161562e-05,1.52103497115252e-05,8.28675126796075e-07,-7.11931205421568e-06,-5.45976346355559e-07,-3.96074115172063e-08,4.76178382280423e-08,-5.34623689762981e-08,-1.34227902126582e-08,-6.69619216187023e-08,2.82826717601381e-09,-8.20553042180094e-10,-1.51297419037633e-10,-4.0545899970823e-11,-5.9313665090599e-12,2.92232904541834e-12
"W10004_0822 X PHZ51",3.41303375709738,-0.466563161153724,0.0946757449664531,0.136482764317236,-0.0330120884792377,-0.00793913270029694,0.0129902619073163,0.00324453707680569,-0.000324641598272984,-0.00057462294341655,-0.000328386577439082,-0.0021328388131405,4.0596426795797e-05,0.000189158102147147,7.1699908754691e-05,-0.000118396171495158,2.65563328903928e-05,1.26899147033094e-05,1.23219038467154e-05,-3.28512388611535e-06,-2.0613158138727e-07,6.82914572246174e-07,3.50802898022029e-07,2.13179561781018e-07,-3.81274542771148e-08,-4.61495945625057e-09,-5.8212394210555e-09,-4.25689381661210e-09,4.45084441524912e-10,7.19921067204865e-11,6.842582056521e-12,7.51861073400306e-12
"W10004_0823 X PHK76",0.715543959678185,-0.0760355610286038,-0.313778314884842,-0.0271825768159673,0.00767674174495503,0.00272443744187954,-0.00614146390769407,6.3261967097987e-06,0.000508284868248349,-2.01998269303456e-05,0.00410740974564093,0.000601925784791547,-5.83925210060135e-06,-0.00015600590029197,-8.40104165805919e-05,2.00326786125166e-05,-1.30108703845083e-05,5.52616976689374e-06,-8.1795461957055e-06,1.81184445691152e-06,7.54117770340734e-07,-5.71615256354102e-07,6.08123253524606e-08,5.17567034473421e-08,-7.27308733378118e-09,-2.03916817702321e-08,-3.6130481835539e-09,-4.01747897536137e-09,3.24773270776735e-10,3.17094753232716e-11,5.22825185922393e-12,-2.63178194515046e-12
"W10004_0823 X PHP02",-0.0926244626431364,-0.982267357344594,-0.541892204834469,-0.171093510082487,0.0441562079539066,0.0106940885347053,-0.0213702013506575,-0.00439003467367908,0.00271801699441694,-5.79295184732383e-05,-0.000383337388328047,0.00313835520507554,-0.000814349141552113,-0.000245259326719711,-0.000179932018371763,6.67186580117461e-05,2.75585781485399e-06,1.5412817372315e-05,-7.63203162954321e-07,-1.7108115736679e-06,9.54802261608767e-07,-4.28198260729248e-07,3.07980954027814e-07,1.42802442301693e-07,-6.17552096821017e-08,-2.8506014522825e-08,9.41108070640073e-09,2.13084227346227e-10,1.64824251469575e-10,5.81456063852848e-12,3.05866096339535e-12,-4.79038857192915e-12
"W10004_0823 X PHZ51",0.0772671343926343,-0.830137896038672,-0.384923446099955,0.227291052065737,-0.0266275717636182,-0.00400959540292004,0.00441084009575562,-0.000965800595885828,0.0012205516100998,-0.000625889565404497,-0.0037330603731596,-0.000653530529242904,-0.000321110912536712,6.9984816149244e-05,7.66705723978627e-05,-0.000122159401845311,1.94835763730021e-05,1.15050018869751e-05,1.82658599066059e-05,-6.67298167285335e-07,-1.53957571035618e-07,1.34052762895687e-06,3.27291065785676e-07,2.24378109675571e-07,-2.46272506554401e-08,3.34973358929319e-08,-8.44769704189119e-09,-1.94426011792051e-09,7.5892660211796e-11,5.19006643218134e-11,1.73614594922711e-13,8.49844673800337e-12
"W10004_0826 X PHK76",3.76310831673074,0.900836672057359,0.205358971812165,-0.221386925330958,0.0264425795960408,-0.00236654709914144,-0.0172845026166582,-0.00826582931097185,0.00242810135570564,-0.000118532713839894,0.000868424851973719,0.001479594698962,-0.00129806678340719,0.000121048613636376,-5.44130223815165e-05,-0.000115437808588859,5.41036968625397e-05,-1.61773288243072e-06,6.60933339524661e-06,-7.54546261683142e-06,-1.71414068936282e-06,1.34232879825391e-07,-2.3029751723691e-07,-2.4884676694259e-07,1.22096835697416e-08,-4.78731166375646e-08,-3.79331122069004e-09,3.85052809775965e-09,1.12866993529082e-10,-2.51637044534903e-11,-2.21173079850701e-12,-2.4974605716821e-12
"W10004_0826 X PHZ51",-2.50178697217706,-1.08175013604429,-0.410150505601205,-0.0246101233804397,0.00689367812214484,0.00848107422139527,-0.00233836556327637,0.00259515180552773,0.000517801134486927,-0.000168998291331601,-0.000663718156095036,0.000271993611170016,0.000319440048575939,6.79087691560221e-06,5.3965764238717e-05,3.58977134881089e-05,-7.73323696590111e-06,-1.44421216111551e-05,-1.88493856287386e-06,2.70995983636668e-06,-8.21207713747052e-07,1.51742430988533e-07,-3.1856643199768e-07,-1.80699396154504e-07,1.46179868210083e-09,-4.99895346298129e-08,1.46408241086249e-09,-2.87306524057729e-09,-5.63965596445115e-10,-7.18904935581577e-11,-7.95916110796213e-12,-2.01746258587931e-12
"W10004_0827 X PHK76",-3.11674053930997,-0.0197455843308545,-0.433199966568516,0.0774743547959519,-0.00928025198414301,0.0019855044619638,-0.00264448643164041,0.000267856341694087,0.000260808179425302,-5.06032869480727e-05,0.00237432831327832,0.000184196308533585,0.000241457967525407,-0.000138639248652567,3.781369988759e-05,-6.88684169789927e-05,-2.00794203012999e-05,-1.90472467083425e-06,-2.52444275879865e-06,4.30013905244886e-06,-5.52207484877387e-07,-1.39064452245319e-07,-1.22247080153182e-07,-7.8352395030401e-08,1.09829649819204e-08,2.55690994765967e-09,-1.0853929005572e-09,-3.78169093262493e-11,-1.80249148939993e-11,6.81954492876002e-13,-2.10574613301873e-12,2.28164709348277e-13
"W10004_0827 X PHP02",-2.15017130923867,1.33729480869704,-0.149258620628436,-0.0270465858362866,0.0142058964963763,0.0134746280400957,-0.00313792746084761,-0.00301970683740624,0.000347354099752257,-7.74721648977954e-05,0.00796445469432916,-0.000854545827307381,-0.000315113472477313,4.72777366862451e-05,-0.000171109259497357,1.89967182891437e-05,2.58888745218316e-05,1.71529446719304e-06,-1.54077859919576e-05,-6.46623039340932e-06,8.73179454206896e-07,-4.7444282016626e-07,5.04431024603291e-07,-2.00740538580657e-07,3.68512627219042e-08,7.49534862058698e-08,3.56989041799816e-09,-3.62929420457542e-09,-2.59987295581077e-10,4.48537040842467e-13,-2.5924748459083e-12,-3.1000774863843e-12
"W10004_0827 X PHZ51",2.34439527494913,-0.547733775068713,-0.0363432447776339,0.0317442030441031,-0.019894997823966,-0.00562850585049827,0.00676759886742164,0.00483030972775392,-0.000659598801658917,-0.000205179770214052,0.00123276241208878,-0.00109922301889658,0.000502354716226158,9.2570015947091e-05,9.1420247834359e-05,-2.12770556315828e-05,1.28505927599054e-06,-7.21900199669723e-06,1.44984421925065e-06,7.08174830166275e-08,-1.14742394030642e-06,2.96362015830831e-07,-1.23952420119644e-07,-1.29617637456558e-07,-1.57643630094295e-08,-4.33044480274702e-08,6.73105945980801e-09,-4.1868829991562e-09,-4.99656108154944e-10,-3.77291670128344e-11,-6.23041895853049e-12,2.22561205576177e-12
"W10004_0828 X PHK76",-4.23495239871036,0.987337223942302,-0.309348736374838,-0.154149909877032,0.0553265583774105,0.0294195853654953,-0.0154525017388107,-0.00962998023378128,0.00288155973518028,-0.000311535452017744,0.00320432631241792,0.000218325836560423,-0.00120921461051844,0.000241434393896345,-0.00017487780931294,3.27877570637652e-05,6.37199291904922e-05,-1.22931774648866e-05,-5.25125897374301e-06,-9.23276071218559e-06,-1.41789161439698e-07,3.12097485202778e-07,1.70770741006465e-07,-3.17190823870273e-07,2.84171127740152e-08,1.0843172866537e-08,-2.27329385871222e-09,-8.35756781489283e-10,-1.55602752904827e-10,-1.22881704811562e-11,-2.37608543951495e-12,-4.93943774770855e-12
"W10004_0828 X PHP02",-2.94347110934731,0.13818280684084,-0.04965091278685,0.0453261684302973,-0.0244442468716184,-0.00326139512436148,0.00476820307598878,0.00272899723111571,-0.000664691489526793,-6.14936805118788e-05,0.00100401477339654,-0.000642625720623319,0.000433388529105572,1.27546034347364e-05,9.83578329022405e-05,-8.17764088973522e-05,-6.71923260742169e-06,-2.77912887633458e-06,4.68146462843239e-06,1.43488487121257e-06,-1.19180641702799e-06,4.16153902164929e-07,-4.03993771769251e-09,-9.28907397806933e-08,-1.85426274890155e-08,-2.0053452946811e-08,6.17038178885032e-09,-2.0503287106316e-09,-2.74769429431387e-10,9.13699671478696e-13,-3.50669493442979e-12,3.02997210654965e-12
"W10004_0828 X PHZ51",-5.79518064821888,0.141372724665238,-0.496718909268503,0.166624955227883,-0.0243489435830595,-0.00171947011981528,-0.00224190366340077,-0.00143009686354889,0.000540128086722526,-8.89217785237095e-05,-0.000455249521869774,0.000410296974545116,0.000128480553518745,-0.000137916612919481,0.000104106028995299,-0.000139625115762598,-1.6134179998073e-05,6.08314410427413e-07,7.53576333137329e-06,3.83296179318204e-06,-1.22619986586692e-06,4.19479837129866e-07,-2.88208346077568e-12,-2.88269101922367e-08,-6.59716947737365e-09,3.67934687439675e-08,4.32863181409893e-09,3.27590734053307e-09,-2.99135161085928e-11,2.85787782328129e-11,-2.74250067100468e-12,3.54022366977347e-12
"W10004_0830 X PHK76",5.28121908663088,-1.13442605445771,-0.835408902619746,0.103142342000027,0.0221972570975119,0.00903141182092268,-0.00751453923986899,-0.00111298627995345,0.00182314933238433,-0.000449650450971742,0.00459429468706194,-5.7649148052244e-05,-0.000266782157421347,-9.76960673845784e-05,-0.000108782739857899,2.6461495545832e-05,4.28233220461927e-06,1.87748924146414e-06,-1.31190979988649e-05,5.05395439387435e-09,7.88465376488912e-07,-7.37654715199376e-07,7.69386522408988e-08,-5.57390489319687e-09,1.50052690550684e-08,2.8971425647395e-08,-1.42825615223607e-09,-2.58412301279431e-09,1.27191535082005e-10,-5.7124027730282e-12,1.75554015768853e-13,-2.20243268067577e-12
"W10004_0830 X PHP02",-3.79166196343998,0.303295625620214,-0.305308176519543,-0.113216195632555,0.0135914434330976,0.00798961018133902,-0.00776253710225605,0.000249869536627464,0.000111296094067809,4.84603097583164e-05,0.00537712399879482,0.000790302406304191,8.94515449921529e-05,-0.000135981763038723,-9.73931576069564e-05,3.65483004389211e-05,-1.02438235924096e-05,-4.33900093396722e-07,-1.09746535661148e-05,6.2470139700066e-07,3.65019043602199e-07,-5.6697234331049e-07,7.06890510432379e-08,-1.25377756676759e-07,-3.88754436975169e-09,-3.51238891860284e-08,2.00666111505043e-09,-5.99428422870529e-09,-3.6051631124856e-10,-4.05117883683914e-11,-4.24835167045501e-12,-5.82432019280432e-12
"W10004_0830 X PHZ51",-4.96849470926585,-0.207585359743943,-0.145565245591366,0.0575037466714332,-0.0175098146427461,0.00372939979278773,0.00493017997107845,0.00176722373489452,-8.14374506543578e-05,-0.000248751294892602,-0.00101509480259685,-0.000801245879769333,0.000216495985722487,9.0551065188571e-05,9.8339954061083e-05,-9.87087449617341e-05,9.56106298277692e-06,-1.33843526936572e-06,8.79149887952901e-06,-8.97237952435237e-07,-1.21525157692481e-06,5.9139562037791e-07,1.65664072626637e-07,-3.34936960943999e-08,-3.7917912421026e-08,-6.88703871709606e-09,7.81023579143891e-09,-2.03955144092993e-09,-8.48212611259669e-11,2.3879537236482e-11,1.67449387689089e-13,3.45258543976712e-12
"W10004_0832 X PHK76",9.07302522987426,-0.282097374437681,-0.681871791870549,0.426277957311826,-0.0603633212151985,-0.0333048230913788,-0.000344340883764699,-0.0011332646020869,0.00075498655816561,-0.000264497420832094,0.000827792196082434,0.000238647848170764,9.9187647357224e-05,-0.000243774415617348,0.000131949635276296,-0.00014268804399592,-2.13104369232164e-05,4.77476412114042e-06,8.54265042593561e-08,2.80817580844417e-06,-1.34785240613056e-06,-1.41890076835183e-06,-4.40811685709086e-07,1.40754201571891e-07,8.16473083586899e-09,5.87109836858168e-08,6.08877587238155e-09,2.33274971700448e-08,9.40433286800157e-10,3.1319946636188e-12,4.2410519540681e-14,-1.78870807054921e-12
"W10004_0832 X PHP02",14.419527455837,1.19297965186523,0.563438114632141,0.447566216744519,-0.129746073480357,-0.0775328648931992,0.00645957404594677,-0.00310049710469906,-0.000205598003458207,0.000130370080481945,-0.00988432934491703,0.00307611518620921,-0.000471962513422852,-5.83709152361944e-05,-4.89632312475896e-05,0.000451353963275225,8.81380389816666e-06,-2.1373605195385e-05,-1.12140703755759e-05,-1.30889792273603e-05,1.94676515374859e-06,-1.58120680932017e-06,-3.60606749461034e-07,-5.34795188689152e-08,-9.43476752279793e-09,-1.36230865643849e-07,2.73722444710245e-09,-2.03386824743079e-09,-8.26001156362111e-10,-4.1988390542258e-10,1.12611087121905e-10,-4.68718674984103e-11
"W10004_0832 X PHZ51",10.4566694758199,-1.67709390541334,0.824123479068262,-0.17375359129304,-0.0432870946489463,-0.0211799894111402,0.0271063240429065,0.0187083064825246,-0.00391681532266819,-0.000263570148830605,0.000234781915207117,-0.00341284838142539,0.00174482657288433,0.000590762425849933,0.000221824221392664,0.000238850585242589,3.0788672201465e-05,-4.91829105867536e-05,-1.38276807271631e-05,-8.83656470324068e-06,-2.49399049506716e-06,-9.92140353206494e-09,-7.56299365051172e-07,-6.67008364152455e-07,7.26250333205058e-08,-1.41471040437935e-09,2.24454368979998e-08,5.37344847784116e-09,-1.53367041288988e-09,-1.85059079171879e-10,-1.8852031047345e-11,1.08441033930262e-12
"W10004_0833 X PHK76",-6.98966461432525,-0.314989471478332,0.14758331771446,-0.370556460503252,0.00889386492298455,-0.00959245668261719,-0.0211440640717028,0.000968616274207967,0.00023176084662626,0.000849579024237768,-0.00403330361425656,0.00587913435350532,4.80229101174068e-05,-0.000598977393299616,-0.000121432367706287,0.000138853342592837,-6.91711117628557e-05,2.63392636656035e-05,4.81569966395701e-06,7.56246250155357e-06,2.62952711610476e-06,1.31193320124234e-07,3.67614495733193e-07,5.63316049528861e-07,-5.84092751387821e-08,8.12113986614627e-08,9.3084768226781e-09,4.0635945407208e-09,4.95001373224113e-10,8.84597395334197e-11,1.26981480885746e-11,-7.62306884283248e-13
"W10004_0833 X PHP02",0.435435027893596,1.61557354428177,0.729071638693647,-0.137664129800182,-0.0352618293833416,-0.0205666320003696,0.00341020265751455,0.00104621259232508,-0.00139977847288262,8.41790292917394e-05,0.00370427815201173,-9.55142818719265e-05,-0.000168643860338734,-1.50343523105806e-05,-2.24261662505609e-05,-0.000162447305681379,1.8598308262216e-05,2.86042782438739e-05,1.20018286485259e-05,-6.42204592707363e-06,-5.91770710101081e-07,1.16995765388206e-07,6.0145202771672e-07,1.12701646515223e-07,-6.95134702299871e-08,-4.03589843871177e-08,8.92922911999161e-09,-9.66779426479769e-10,6.07484756942611e-11,1.21322535351354e-11,3.67345043272849e-14,1.57153109969776e-12
