"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32"
"W10004_0185 X PHK76",2.01941540401398,0.884455605790835,-0.161377366948451,-0.0760861828990029,0.0324385996312121,0.0159590612362541,-0.00706744762046703,-0.00531411375701822,0.00159225652472403,-0.000314417782534077,0.00600208165835637,-0.000822647277984714,-0.000769192964349741,0.000215929877862869,-0.000171702782997357,5.23025669681154e-05,5.31784187496331e-05,-6.01502778344032e-06,-9.24135528429515e-06,-8.98143318454891e-06,3.1345640608138e-07,1.57230342127945e-07,2.91853023762223e-07,-2.62688767571628e-07,3.02156403786391e-08,2.0271662057314e-08,-4.42778910758612e-10,-2.4106521848144e-09,-2.44152420503241e-10,-1.61034657830683e-11,-3.72750441623992e-12,-2.67884325833023e-12
"W10004_0185 X PHP02",2.70684156691179,-0.201901020534752,-0.0126588582828229,0.0973438010411202,-0.0317071414224333,-0.0106496020516974,0.00809699590408361,0.00390932383335944,-0.000721837019441087,-0.000225250734829652,0.00148653629864377,-0.00127650192429331,0.000422712733670949,6.35136219087062e-05,0.000102991373372427,-8.09017218461883e-05,1.16437532915459e-06,4.97843716071311e-07,5.90272544320758e-06,1.59499675952968e-07,-1.10281832535475e-06,5.29334103875623e-07,4.43752531664732e-08,-3.0280008028738e-08,-2.45401571841164e-08,-2.2289434603584e-08,4.48368255023812e-09,-2.25918337162789e-09,3.7234409999698e-11,4.20193602135299e-11,1.0103168301967e-12,6.0652732836175e-12
"W10004_0185 X PHZ51",-2.13018015199408,-0.867593556356194,-0.0196648125111876,-0.00954703868383253,-0.00853540276252555,0.00701996631589803,0.00894673451273424,0.00460912561866833,-0.000312925833813621,-0.000403458741574242,-0.00133208368021944,-0.0015959434632635,0.000327940148892258,0.000264154565990576,9.29021468884655e-05,-2.4961912462651e-05,2.96117536206786e-05,-9.97748581622881e-06,3.37643698231777e-06,-5.2277589653732e-06,-1.41684878318671e-06,1.24740917123445e-07,9.29054494169801e-08,-1.2373941442323e-07,-4.33918033448943e-08,-2.43719604359205e-08,1.39600900839199e-08,-1.52986071727534e-09,6.6809530130385e-11,3.03073954821542e-11,4.71778172084214e-12,2.13878220689523e-12
"W10004_0189 X PHK76",6.63213173343238,0.342879544923049,0.361838374000546,-0.323068152335827,0.0054141437036842,-0.026459312523947,-0.0213369166353534,-0.00357875836703192,0.00126582754214533,0.00024372968645528,0.000743856221788823,0.00369838924713869,-0.000913808388258275,-0.000210723304138516,-2.98574446982447e-05,-0.000134231876621815,1.46725778649714e-05,1.15125513546477e-05,8.88779441071685e-06,-3.01397289975691e-06,-1.92480559646491e-06,-2.64097952396014e-08,-3.85528917984379e-07,-2.26515036422237e-07,1.96505672844793e-08,-6.88864850995063e-08,-8.83926337680307e-09,1.63043629292092e-09,3.12893044807083e-11,-4.33312274950026e-11,-3.24221205438846e-12,-1.97637739507428e-12
"W10004_0189 X PHP02",7.83975484227152,0.858178228674433,0.149692301750179,-0.0515822865133188,0.00212646567477678,-0.00549205186983648,-0.00130219769525045,-0.000968516916411116,0.000163538619093927,-0.000142970436782797,0.00720535880643695,-0.000880372883831776,-0.000333939283579693,8.38044161292073e-05,-0.000130236994580146,1.89895904627591e-05,2.95278024141643e-05,6.7602208460027e-06,-7.48480191470335e-06,-6.7312211456394e-06,3.18047549741074e-07,-1.81245079722281e-07,2.98143295746067e-07,-1.21997293767162e-07,3.31264593533831e-09,-1.27005037320327e-08,3.08242442681461e-09,-3.05715081375113e-09,-2.26983765116984e-10,-2.16649476136865e-11,-4.19936307949342e-12,-1.05464248445486e-12
"W10004_0189 X PHZ51",-4.57270414029149,-0.892865882490335,0.368072724941489,0.108156343217191,0.00906570499485909,0.0321109847074205,0.0213011356687979,-0.00274334451176333,0.00171051112604303,-0.0016726934361839,-0.00284246185612915,-0.00386527813589829,-0.00154342835513704,0.000268046611373779,-0.000222800282841468,-0.000210133266148466,4.55893678805719e-05,4.66714726638784e-05,6.81901868916646e-06,1.21011505835322e-06,4.12450813813692e-06,-1.00394992257058e-06,-2.44191721565645e-08,4.61061732182078e-07,8.67990114228334e-08,-5.17183289805434e-08,-4.03288342165631e-08,7.54784897777361e-10,-1.96024407816964e-09,-2.77699918616037e-10,-3.38152006396086e-11,6.94383439636681e-12
"W10004_0190 X PHK76",-5.72515184222274,2.0507958559728,0.319212987166746,-0.229040921960411,0.0163251597706922,0.00647301816676907,-0.0121321283848291,-0.00657463901111296,0.000827494843291844,0.000240725582712625,0.00344873056974563,0.00119999904218837,-0.000766723443501052,1.28934986214635e-05,-0.000111259971463773,-6.93000030312918e-05,2.92938402852994e-05,5.25897635514361e-06,1.24669196246985e-06,-6.38006993722295e-06,-6.59451016737922e-07,-7.96030833610795e-08,2.21399541672218e-07,-2.1495937044258e-07,-5.29210497646204e-09,-2.51996156303003e-08,4.24118709596577e-09,1.82837384815615e-09,-2.1338780742397e-10,-3.17963710916302e-11,-4.64075999850877e-12,-5.18214637867942e-12
"W10004_0190 X PHP02",0.698078976660236,0.943485935066125,0.123243613551191,0.411936889826066,-0.0930460686148234,-0.0450346228028842,-0.000717971762344345,-0.00823048554394835,0.00152769815529507,-0.000106110859978102,-0.0125997517337291,0.00361517484864092,-0.000991816242877468,-0.000157202032938154,-5.12752495614999e-05,0.000271777417094755,-3.03207741049472e-06,-9.04521898391353e-06,6.40318875289037e-06,-4.5485356496705e-06,2.003281293253e-06,7.14953624549736e-07,-1.13696620389347e-07,-3.95424006385814e-08,3.60006917332623e-08,-2.1623420207173e-09,3.84210163684173e-10,-1.40355276533055e-09,-1.20214270482588e-09,9.84832423944759e-11,-2.05123210084146e-11,-4.56388746239433e-12
"W10004_0190 X PHZ51",-9.46456469714837,-0.861323147884429,-0.347985847402922,-0.103660064619028,5.26848534118662e-05,0.0107370710672089,-0.0010069929914267,0.00507856511401295,-0.000528209621991307,7.18519849479682e-06,-0.00120239380402594,0.000564305962940326,0.000797896629401662,8.5204368491798e-06,0.000121961431200968,5.13966895502871e-05,-2.11676907239111e-05,-2.76085901805834e-05,-3.88014495036892e-06,4.62185963973072e-06,-1.56018487657006e-06,1.93954510674388e-07,-5.618960605136e-07,-3.66659341166642e-07,2.47641123718445e-08,-4.95076739048805e-08,3.00371227890395e-09,-6.89933291053713e-10,-8.75240879771866e-10,-1.1111267461672e-10,-1.20675136550119e-11,-4.03782562941046e-12
"W10004_0192 X PHK76",-11.6563348720185,1.89049490713042,0.386642523411912,-0.166516612282746,-0.0222698013993442,-0.00155559538273979,-0.00124736257072239,0.00172363063220604,-0.00187566776619763,0.000668367878802284,0.00334570108801192,0.00111942946752244,0.000625244464721952,-0.000226030137825461,1.41357115621688e-05,-3.64014850411931e-05,-4.48743291350251e-05,1.91029096408002e-06,-3.3214984155594e-06,6.01412312373206e-06,1.32995940038683e-07,-3.80262349747307e-07,-9.36003751172976e-08,-1.10019929833172e-08,7.68205943302291e-10,-4.11249130582991e-08,-5.3460358917512e-09,-4.2751987366918e-10,1.62907021206138e-10,4.49312809180924e-12,2.4544810628413e-12,-5.13450393313519e-12
"W10004_0192 X PHP02",1.49650903934898,-1.20492425293481,-0.296931056939699,-0.16644909715272,0.0192542168571975,-0.000692942859387032,-0.0130429686844768,0.00145645076530568,0.00101417518460503,0.000132177632233279,-0.000698603936475695,0.0027030834137177,7.12128801193604e-06,-0.00026686358483478,-8.55754897314091e-05,0.00013372740630713,-3.15582578260809e-05,5.1694812387322e-06,-3.60387790134843e-06,5.09099257790802e-06,1.47214229857112e-06,-2.85539492430806e-07,-1.43786030720738e-07,2.55803731093185e-07,-2.60612953856265e-08,-3.6616362894884e-08,-6.77191614242845e-09,3.04202189480018e-10,7.17364993796377e-10,4.35099282991569e-11,1.15305889836215e-11,-3.72528743963763e-12
