Hybrid,Yield,DTA,DTS,PHT,EHT
W10004_0231/PHZ51,9.480074496,52.13392103,53.27073206,240.2277552,114.0305429
W10004_0236/PHK76,7.648767989,51.25342142,52.16326705,225.5445799,107.505701
W10004_0236/PHP02,9.243258951,51.71373003,52.60058896,228.3288517,98.09494468
W10004_0236/PHZ51,8.371723708,53.70303025,53.83369381,249.362703,101.6547845
W10004_0238/PHK76,6.645368906,53.33903733,53.86286082,217.8571088,90.7369026
W10004_0238/PHP02,8.298817874,52.72803454,54.94893695,238.0546424,85.71743764
W10004_0238/PHZ51,8.324653326,53.84904027,56.54038323,249.4816382,105.1449013
W10004_0241/PHK76,5.919107232,52.11893099,52.03498261,230.8423963,88.94752943
W10004_0241/PHP02,7.684061707,52.31288421,53.14252658,227.3558302,102.854689
W10004_0241/PHZ51,9.426719247,52.70142764,53.72030982,249.3303812,111.9834955
W10004_0242/PHK76,9.549596636,49.45910233,49.77185807,222.4241774,104.0952172
W10004_0242/PHP02,6.517117064,53.03296684,54.50875312,223.2270513,92.24135445
W10004_0242/PHZ51,7.787815995,52.93510204,53.62788819,242.8246076,109.4326758
W10004_0253/PHK76,8.742158085,50.14321867,51.55960712,230.7568469,78.78242018
W10004_0253/PHP02,6.15508038,51.10902559,52.63340327,235.0529079,100.1746041
W10004_0253/PHZ51,9.386325879,52.24482743,53.84810607,256.124356,94.50229569
W10004_0254/PHK76,7.784862071,49.97292183,50.35253339,209.9928891,94.72714729
W10004_0254/PHP02,6.22455636,51.64128801,53.57753447,240.3193221,110.1069332
W10004_0254/PHZ51,5.560423988,52.77374673,54.84241051,233.7211769,117.4812456
W10004_0256/PHK76,7.415263596,51.19192291,52.47259706,211.9835752,80.65930287
W10004_0256/PHP02,8.549984605,49.62542607,52.16608509,210.3844013,88.26705704
W10004_0256/PHZ51,7.359092255,52.16377838,52.69689028,235.5897326,100.6058392
W10004_0258/PHK76,8.868318554,49.4885957,49.9614399,235.9333387,95.70331954
W10004_0258/PHP02,9.801418204,50.45134963,50.82306168,240.6508107,105.2379549
W10004_0258/PHZ51,9.149400611,52.91038801,53.15306198,250.7197989,111.4002781
W10004_0261/PHK76,6.469046081,54.63253336,53.85281686,227.2882455,89.21736599
W10004_0261/PHP02,8.848778879,51.99501009,52.38184899,239.0076226,118.6796181
W10004_0261/PHZ51,8.332552881,53.65557116,55.42131277,260.367317,99.80000511
W10004_0262/PHK76,NA,51.12328621,53.62684798,206.8901206,85.80310573
W10004_0262/PHP02,9.553837807,50.58338766,51.52590327,225.8287889,126.940863
W10004_0262/PHZ51,9.022119768,51.07819621,53.15878708,237.6375191,122.7921686
W10004_0264/PHK76,7.471450754,50.41787213,51.46064956,213.7213561,92.08934701
W10004_0264/PHP02,6.903972408,50.98516455,53.85401898,211.7297433,99.5385988
W10004_0264/PHZ51,5.21506337,52.56437672,55.57811176,232.0688073,94.16023848
W10004_0268/PHP02,9.07878224,52.33962399,52.10656326,253.5051389,131.7539958
W10004_0268/PHZ51,8.167198225,53.99260352,54.78573059,258.1508938,124.0933873
W10004_0270/PHK76,5.734057426,51.58804776,52.05778455,200.810762,82.43660587
W10004_0270/PHP02,8.162731906,50.31653674,52.49300119,207.6784505,86.19592812
W10004_0270/PHZ51,9.671879924,50.67892543,51.69399259,237.985232,90.32903071
W10004_0271/PHK76,NA,52.63231236,52.17438181,222.386618,98.12110171
W10004_0271/PHP02,9.080128497,51.60235206,53.30289704,240.8553604,111.7577025
W10004_0271/PHZ51,NA,54.76419569,56.09078466,254.3345797,88.608597
W10004_0276/PHP02,8.960371692,52.79748699,54.64052486,222.6251358,97.08357198
W10004_0276/PHZ51,8.224884722,53.76078677,55.35511468,256.8955083,114.7395008
W10004_0290/PHP02,7.737852766,52.3222347,53.15303524,234.5007674,93.5922076
W10004_0290/PHZ51,8.698631847,53.95737432,55.68686815,262.4214477,98.967732
W10004_0291/PHK76,7.253239942,51.70290232,51.86244502,242.511582,104.0869879
W10004_0291/PHP02,8.201567727,51.43074329,52.29305228,229.1532865,101.8323146
W10004_0291/PHZ51,6.146633228,52.45743231,54.53929296,255.7697911,107.8532639
W10004_0292/PHK76,8.393035192,50.30969858,50.63306448,196.6370486,89.30497152
W10004_0292/PHP02,6.04012483,52.69127009,53.17975094,195.3384345,86.74915126
W10004_0292/PHZ51,7.278104929,52.5301031,53.91584003,213.0414301,88.36791417
W10004_0299/PHK76,8.721786957,51.61479535,51.72337427,223.6601277,88.07209284
W10004_0299/PHP02,9.124993891,52.52667889,55.7884691,225.6085706,96.45019929
W10004_0299/PHZ51,9.374437492,54.81735861,55.20305796,247.6163494,99.55869989
W10004_0306/PHK76,NA,51.85665488,52.04515873,219.7060141,98.10438602
W10004_0306/PHP02,11.11880633,51.36858465,52.76339879,221.8952229,104.0342286
W10004_0306/PHZ51,8.754795835,54.34382993,55.5559398,252.0356965,104.1540959
W10004_0308/PHK76,5.999653413,51.06760781,52.16807551,216.3703275,84.98522385
W10004_0308/PHP02,8.084327936,51.02218412,52.25842748,225.5852821,97.53010494
W10004_0308/PHZ51,7.367046093,53.80371203,53.59563199,247.8475175,101.3782397
W10004_0309/PHK76,7.478704254,52.66626467,52.75472324,217.7148015,90.21450596
W10004_0309/PHP02,8.196542027,51.6124816,52.96448286,231.3132861,93.33874191
W10004_0309/PHZ51,7.219745265,51.88408151,52.80876132,231.3227153,109.4444486
W10004_0310/PHK76,7.581157657,52.52848315,53.61922539,217.6562003,94.48584876
W10004_0310/PHP02,6.032068824,53.19764539,53.65277401,218.1926861,103.1430474
W10004_0310/PHZ51,7.145226761,51.61059108,54.23595519,252.2926995,108.2268735
W10004_0311/PHK76,5.987379883,53.09073008,53.96563218,213.8626038,80.12345826
W10004_0311/PHP02,NA,49.72539237,51.11905968,208.116066,100.8518925
W10004_0311/PHZ51,8.66152055,50.6402932,51.47469921,232.8773875,107.3525148
W10004_0327/PHK76,NA,53.85528647,54.05990177,238.8289021,86.15588277
W10004_0327/PHP02,4.437656225,52.29902388,54.29256855,242.4154971,76.0244309
W10004_0327/PHZ51,9.025883274,51.87622483,56.99741133,257.6458739,87.5223069
W10004_0329/PHK76,6.099641333,50.91180862,50.60385257,207.0891822,93.42791777
W10004_0329/PHP02,5.961972115,51.58144855,50.98908303,206.9271852,88.65531709
W10004_0329/PHZ51,NA,53.53865969,53.40725177,225.7821739,93.03233589
W10004_0336/PHK76,6.768005851,52.47173221,52.44026362,237.658267,121.5715965
W10004_0336/PHP02,8.782837545,52.35609769,53.00254509,229.2187689,109.9040078
W10004_0336/PHZ51,7.529528943,52.93034594,52.83392166,261.2040512,130.0993562
W10004_0344/PHK76,NA,49.51691794,50.61701298,208.1512516,91.08183526
W10004_0344/PHP02,8.003038087,51.81657522,52.06643794,218.6883115,92.67602044
W10004_0344/PHZ51,6.08839154,52.38249572,53.3051024,241.6661882,114.5929043
W10004_0346/PHK76,6.014973923,50.33405532,51.39573766,210.2168992,86.76277519
W10004_0346/PHP02,8.766581171,49.13443221,52.5824401,227.0044245,87.33041285
W10004_0346/PHZ51,9.381747658,51.41970495,52.7611196,242.4353474,105.847552
W10004_0361/PHK76,9.268664257,52.59679833,52.89987056,218.4315754,97.30532659
W10004_0361/PHP02,9.877594436,52.56484408,52.55023366,220.5300305,104.9083854
W10004_0361/PHZ51,6.404245309,54.85374201,54.58354901,235.8544873,107.5889514
W10004_0362/PHK76,6.309908296,51.86884524,52.7539585,213.0216672,93.39409874
W10004_0362/PHP02,NA,51.10825982,53.10704939,216.030386,94.29908194
W10004_0362/PHZ51,10.12587812,51.65776872,52.71212227,240.8888506,101.5425189
W10004_0380/PHK76,NA,53.36569664,52.69950837,221.9536658,93.83732923
W10004_0380/PHZ51,5.468294172,54.3450062,54.02120229,255.6577535,118.0113944
W10004_0381/PHK76,7.832711057,50.56009617,51.56301389,221.3956725,94.39612659
W10004_0381/PHP02,5.677101266,52.52808185,53.31542871,232.1262837,121.978305
W10004_0381/PHZ51,9.197604118,53.72343646,54.49841026,274.6893978,128.5594967
W10004_0383/PHK76,8.602524177,51.92890266,51.66038894,219.3992768,105.3801654
W10004_0383/PHP02,8.258816987,51.27068026,52.19400414,228.7153863,90.01243769
W10004_0383/PHZ51,NA,51.43617365,53.19310219,253.048241,121.2633716
W10004_0389/PHK76,NA,50.11653484,50.34237785,203.5894176,90.76431014
W10004_0389/PHP02,NA,53.4904951,54.6261689,206.7832433,75.90529625
W10004_0389/PHZ51,8.404791855,51.77153906,52.56097693,219.3594315,94.27952728
W10004_0393/PHK76,7.599282828,51.43124038,53.45709471,211.6156035,94.09443338
W10004_0393/PHP02,7.121401015,49.89820336,53.0261298,201.5600417,81.75039177
W10004_0393/PHZ51,5.73469987,52.06856519,54.71904972,228.5566157,81.50970397
W10004_0394/PHK76,6.952659649,50.36357526,50.94033186,205.8032341,81.19950123
W10004_0394/PHP02,8.13467546,50.74438743,51.72834807,194.0251195,59.40569849
W10004_0394/PHZ51,6.823861855,53.28162037,54.00801698,222.2124144,94.08780186
W10004_0395/PHK76,6.805953473,51.39949416,51.55604786,212.8170129,95.3971122
W10004_0395/PHP02,8.173853049,50.1214126,52.46558302,217.4407051,88.22062363
W10004_0395/PHZ51,7.377749828,53.0724927,53.76337414,264.5627049,128.5092645
W10004_0396/PHK76,7.557915602,49.92041918,50.07703384,215.8265355,87.717574
W10004_0396/PHP02,9.77044828,50.95210024,51.69391495,226.796522,89.23947813
W10004_0396/PHZ51,8.469835523,54.71139499,54.61153207,277.2753652,125.3320683
W10004_0403/PHK76,7.310550444,50.93079242,52.84401093,223.301953,84.35672362
W10004_0403/PHP02,9.733018062,51.88326534,52.95519113,230.6604046,99.38704491
W10004_0403/PHZ51,10.20290487,53.98844129,55.11778655,250.1523917,135.3103235
W10004_0409/PHK76,NA,51.96752609,52.07268794,224.9255692,95.4227783
W10004_0409/PHP02,10.00084433,52.37547589,52.40874402,243.4760264,119.1478962
W10004_0409/PHZ51,NA,54.9602863,55.09592165,215.4049461,116.1113316
W10004_0410/PHK76,7.321689931,48.19686919,49.88766829,214.9080099,89.98406269
W10004_0410/PHP02,8.781480397,49.66895873,52.05418602,231.0821614,111.0033765
W10004_0410/PHZ51,8.602798831,51.63079481,52.78830919,257.7320608,104.9664013
W10004_0412/PHP02,10.0573325,53.10938595,54.43245416,241.0765381,130.0077428
W10004_0412/PHZ51,8.873143438,53.27685056,52.94089586,277.6100522,123.2233527
W10004_0417/PHK76,NA,51.98818149,52.16933901,217.9963279,97.86584025
W10004_0417/PHP02,10.81116854,51.36593423,51.34836035,219.8079283,105.4496668
W10004_0417/PHZ51,7.093079723,53.24508276,54.17832382,235.2598658,101.3372382
W10004_0419/PHK76,5.168570894,52.09748888,51.81543167,214.1605878,76.39910685
W10004_0419/PHP02,9.361558256,50.63730953,51.89165707,208.4765626,90.10013457
W10004_0419/PHZ51,8.487628387,52.28521335,53.40150507,235.738013,99.42760957
W10004_0424/PHK76,9.892662715,51.22962893,53.59350899,246.0728158,105.143752
W10004_0424/PHP02,9.522161362,52.48050839,54.46400614,248.4653425,120.340998
W10004_0424/PHZ51,7.102950994,56.64847238,55.53866341,249.9959894,122.7333203
W10004_0427/PHK76,7.378874755,50.35253861,50.09611895,236.2860286,112.6328979
W10004_0427/PHP02,8.04250189,51.81794388,52.68013062,243.8203345,103.3538794
W10004_0427/PHZ51,7.197049413,53.60362338,54.79678306,261.26691,114.4066012
W10004_0430/PHK76,6.211753501,51.4041326,53.29022987,226.460036,100.5651675
W10004_0430/PHP02,7.096473821,54.14466961,54.75655581,242.6203935,115.5352825
W10004_0430/PHZ51,9.518543416,54.49955213,55.40842151,264.7919328,111.9693955
W10004_0465/PHP02,9.894302334,52.12638865,54.50086913,239.3033861,110.9327504
W10004_0465/PHZ51,7.572690308,53.75953546,55.02213197,272.2564754,114.894998
W10004_0467/PHK76,NA,49.11789924,51.46856033,190.0940515,80.76695327
W10004_0467/PHP02,6.252994843,50.47875177,53.45056268,218.3905638,87.85464437
W10004_0467/PHZ51,7.622820928,52.72948932,55.30405465,237.0554833,90.09142566
W10004_0474/PHK76,9.226213642,51.04957066,51.15317438,221.3374094,88.52385858
W10004_0474/PHP02,10.43181434,51.80170962,52.92184239,215.8947797,80.06097598
W10004_0474/PHZ51,9.590996559,52.83903343,52.76833978,260.7038948,117.3860983
W10004_0476/PHK76,6.103277951,52.52283508,52.94124459,214.955895,76.433714
W10004_0476/PHP02,8.466037321,50.1949614,52.29476134,207.1651147,87.8460976
W10004_0476/PHZ51,8.258272842,53.20556392,54.03946374,241.1943256,89.31995032
W10004_0487/PHK76,7.602178544,52.08084202,52.01329761,235.3908148,103.6657384
W10004_0487/PHP02,5.934157103,55.01444635,53.54420438,240.7542094,105.4183095
W10004_0487/PHZ51,9.875051502,52.52063875,52.77808557,275.1701208,118.8278773
W10004_0498/PHK76,9.611945814,50.94937857,52.49178413,251.3751942,129.3221585
W10004_0498/PHP02,8.462452775,51.26252957,53.35854271,223.2750111,119.2793
W10004_0498/PHZ51,6.59485112,54.77103514,55.43764161,256.7810348,109.5118945
W10004_0501/PHK76,7.736174007,50.07069638,51.72140065,240.8870734,111.1536232
W10004_0501/PHP02,8.177056157,50.97847527,52.98931597,222.5968705,93.98991439
W10004_0501/PHZ51,7.053669701,51.96276933,53.62878585,233.0196501,92.3789318
W10004_0505/PHK76,8.956007018,50.32860998,49.76364149,215.3361516,95.03312396
W10004_0505/PHP02,8.01869378,52.17916256,53.55603238,226.9213366,92.80524241
W10004_0505/PHZ51,7.375179651,52.98396676,54.46414391,265.9510933,104.4286325
W10004_0601/PHK76,NA,51.37737022,51.63729544,230.7799283,100.7713528
W10004_0601/PHP02,5.874668349,50.98403842,52.52861421,193.6835912,78.82993793
W10004_0601/PHZ51,8.172186183,53.45194257,54.19669568,255.753606,117.097579
W10004_0602/PHK76,NA,52.14595869,53.28659947,209.4404397,92.22585286
W10004_0602/PHP02,NA,50.79782956,52.40886265,217.008639,106.6731319
W10004_0602/PHZ51,7.523681384,53.51917886,53.03402319,249.1726349,106.281323
W10004_0608/PHP02,5.172762831,54.15316794,55.25614793,214.3585727,96.11412301
W10004_0608/PHZ51,7.602140923,53.25181619,54.9781481,251.7697399,110.5445842
W10004_0612/PHK76,9.016725813,51.34312594,51.47704726,233.3880788,103.4280605
W10004_0612/PHP02,8.914547733,51.87155052,52.99084438,246.4378699,117.2259741
W10004_0612/PHZ51,9.836133021,53.44935244,53.36274585,271.5637034,121.697924
W10004_0614/PHK76,5.714621639,51.68615168,51.95723071,228.0584408,93.58121278
W10004_0614/PHP02,7.873743299,49.94473366,51.41194849,203.5592535,82.50187587
W10004_0614/PHZ51,7.712645754,55.47324925,55.53370633,252.1015242,118.0257826
W10004_0616/PHK76,NA,52.8091148,54.09202338,193.1405923,74.65763471
W10004_0616/PHP02,9.38010855,51.74068958,52.39870787,214.1046984,69.73059209
W10004_0616/PHZ51,NA,52.88770017,53.50985101,237.1266969,136.4945672
W10004_0618/PHK76,9.682260342,51.30299962,51.80522404,240.6508684,117.4326553
W10004_0618/PHP02,7.581656304,51.27676824,52.10848229,231.8233693,92.0171811
W10004_0618/PHZ51,8.075994236,52.87475761,54.71131441,252.889919,97.88638679
W10004_0619/PHK76,NA,51.67200314,51.28480769,243.9486668,106.664211
W10004_0619/PHP02,5.783970683,52.8976041,53.36913531,218.0627478,100.6057951
W10004_0619/PHZ51,7.914111027,54.69332215,53.86403824,260.455392,169.5016272
W10004_0620/PHK76,7.556579283,51.54860131,51.63925132,233.0106753,110.386656
W10004_0620/PHP02,7.761209016,51.25591404,52.30399294,224.3494778,91.86390456
W10004_0620/PHZ51,7.449156927,53.79870243,53.43853927,261.9760773,107.4581505
W10004_0622/PHK76,NA,56.55732617,54.75806163,229.8142891,120.6317025
W10004_0622/PHP02,8.482828149,52.14662732,52.0823381,251.7548678,126.282809
W10004_0622/PHZ51,9.530201469,53.36061044,53.90308923,265.2165109,120.9269409
W10004_0624/PHK76,4.211068131,49.0227214,50.23222738,221.9032201,90.63633504
W10004_0624/PHP02,9.896000037,49.99785977,50.80039003,210.3890311,89.6239807
W10004_0624/PHZ51,7.645503745,51.34092429,53.35512085,226.9877406,108.7958753
W10004_0625/PHK76,8.660491487,52.03084866,52.59480004,226.3438785,96.19702641
W10004_0625/PHP02,7.564844947,52.68809059,54.4571827,245.9996754,124.4631459
W10004_0625/PHZ51,7.815183437,53.04834021,52.55344731,281.6546539,131.5789092
W10004_0626/PHK76,5.617154858,50.17653521,51.75483926,226.1248058,108.3247566
W10004_0626/PHP02,8.412656965,50.66883667,51.59159149,232.5021058,97.72002673
W10004_0626/PHZ51,8.764436158,52.96561298,51.35017006,255.5712697,112.4778775
W10004_0628/PHK76,NA,50.76467385,52.26431886,207.5909307,87.24022484
W10004_0628/PHP02,9.277381822,51.01053681,52.18705089,221.2458782,100.819254
W10004_0628/PHZ51,8.54753412,53.84837002,53.03431492,262.6963069,110.6598888
W10004_0631/PHK76,8.215946342,52.39420766,52.98996155,221.4291094,83.97634416
W10004_0631/PHP02,NA,51.41599338,52.47936823,247.6119724,117.5055796
W10004_0631/PHZ51,6.793010501,55.69560194,55.5814766,275.4924951,123.6294011
W10004_0632/PHK76,7.048553838,50.79807257,52.52203249,215.5504626,88.14929815
W10004_0632/PHP02,8.398784067,51.57787843,52.40147722,219.3677194,93.59136438
W10004_0632/PHZ51,9.260863916,55.65942156,55.02476005,252.7215009,122.3628557
W10004_0636/PHK76,8.480801183,52.24929876,52.59461237,NA,129.1805036
W10004_0636/PHP02,10.96352424,51.2307267,53.29768994,237.7094227,103.2625306
W10004_0636/PHZ51,9.661103389,52.83042286,53.29515851,256.9665415,109.096442
W10004_0637/PHK76,NA,50.15960194,50.29409217,209.4907824,94.82883563
W10004_0637/PHP02,7.356241949,51.45133636,52.19155489,225.0282372,102.9580268
W10004_0637/PHZ51,8.381514448,51.5678013,52.21668966,236.7883309,99.22825265
W10004_0639/PHK76,6.940611301,51.62583899,52.86324102,243.835864,111.3351613
W10004_0639/PHP02,8.304531009,53.1850958,54.26097239,245.562016,112.7243486
W10004_0639/PHZ51,9.057731735,57.20143813,58.04930062,260.9492896,119.8506532
W10004_0644/PHK76,6.423261052,53.09816315,52.61191768,220.0106671,96.80254103
W10004_0644/PHP02,9.346924974,51.23364242,53.01995262,216.8835824,89.01449289
W10004_0644/PHZ51,8.055367068,54.68863247,54.80077171,254.5028496,119.2721663
W10004_0645/PHK76,6.029015804,50.58207374,51.98500572,253.6849448,120.2842818
W10004_0645/PHP02,8.07820566,52.57605825,54.21772102,240.8317481,108.6122387
W10004_0645/PHZ51,9.028435483,53.69509229,54.95221986,273.2170723,125.8800174
W10004_0646/PHK76,NA,53.6595305,53.11047491,229.1279212,101.8111736
W10004_0646/PHP02,8.131852994,51.31376995,52.26311396,214.9372323,105.1131374
W10004_0646/PHZ51,8.050820444,52.56942293,55.51952504,268.1352803,121.7733776
W10004_0649/PHK76,6.540136557,49.46523698,50.85627499,189.2572044,67.33614692
W10004_0649/PHP02,8.465049444,50.43212907,52.37971458,192.7755416,66.14100501
W10004_0649/PHZ51,9.311541469,53.25301513,56.66774694,234.2379242,73.50625094
W10004_0650/PHK76,5.403820707,53.47417229,55.1723094,241.0246258,129.1615514
W10004_0650/PHP02,7.539479298,52.0899304,53.36197076,228.53179,100.0549197
W10004_0650/PHZ51,8.034282509,54.20676696,55.22511346,264.7659269,109.1593713
W10004_0651/PHK76,5.721984707,52.23133777,52.65682152,217.7870777,115.212151
W10004_0651/PHP02,8.212917703,51.69938005,51.71055611,223.3341617,103.0738994
W10004_0651/PHZ51,7.860291446,52.98155129,53.6851241,242.5476039,110.6133123
W10004_0654/PHK76,NA,52.58228238,52.18646479,250.3796482,122.91039
W10004_0654/PHP02,9.04469759,51.97288039,53.27579409,229.1515389,122.0664312
W10004_0654/PHZ51,7.11865415,53.9173084,54.84949954,275.8891102,133.3216172
W10004_0658/PHK76,9.362101139,51.40051338,52.52125734,234.4348209,96.95281652
W10004_0658/PHP02,8.311389324,52.18086767,53.47145877,226.357164,84.12524645
W10004_0658/PHZ51,7.839930068,52.42840056,53.56753269,261.0986398,120.5020895
W10004_0659/PHK76,6.991370238,51.33296134,53.20086119,204.9958396,115.8258082
W10004_0659/PHP02,NA,51.44163038,52.78991318,229.6567576,102.9093395
W10004_0659/PHZ51,7.287462939,52.5604492,53.53378734,253.0627181,94.16067793
W10004_0661/PHK76,6.773927177,52.52845485,53.25924318,203.6589059,80.32157255
W10004_0661/PHP02,9.247176932,50.86891434,52.51446356,212.0024464,96.28259199
W10004_0661/PHZ51,7.256583424,53.95303751,55.454386,239.7906563,111.4730311
W10004_0664/PHP02,11.99248409,52.8465009,53.18600512,241.9441968,123.4187585
W10004_0664/PHZ51,7.72001054,54.01763558,54.77450499,247.9904851,126.691125
W10004_0667/PHK76,NA,51.35889031,52.31310177,214.6104982,89.14259088
W10004_0667/PHP02,6.774833842,52.52382826,52.44956444,211.1172938,97.08228897
W10004_0667/PHZ51,10.3333429,52.06267664,52.93532004,267.2745501,103.0435572
W10004_0669/PHK76,8.706948558,51.61482,51.42226245,226.0130642,114.3364849
W10004_0669/PHP02,7.696428532,52.15635374,52.3214597,226.2386238,98.99934789
W10004_0669/PHZ51,9.189289401,54.59520097,53.63420971,263.6054169,130.1696086
W10004_0672/PHK76,4.133545788,48.96673074,50.42544689,201.2794484,89.39722232
W10004_0672/PHP02,8.629238699,49.29665171,52.02557968,219.6763605,99.58100669
W10004_0672/PHZ51,5.471760121,52.43307877,53.05588125,246.7906387,113.3507979
W10004_0673/PHK76,8.385950788,50.42523423,51.82227896,220.9043271,93.65997454
W10004_0673/PHP02,9.524091,51.8470454,52.82604597,218.1599874,102.8477539
W10004_0673/PHZ51,8.350083793,51.5404602,52.46249707,245.0807828,103.2242143
W10004_0674/PHK76,9.563081226,50.24211149,51.86479638,214.7575477,109.4066393
W10004_0674/PHP02,8.136147684,51.83989352,53.20322102,220.2767438,122.1112306
W10004_0674/PHZ51,6.390109286,51.61571899,52.45519998,228.5849024,99.35441728
W10004_0675/PHP02,11.29851569,48.72542067,50.47904189,225.1133603,116.0161687
W10004_0675/PHZ51,11.76278557,54.07138787,53.61787168,258.9350053,122.9565051
W10004_0678/PHK76,NA,50.39014515,53.29675179,212.0568635,95.50954543
W10004_0678/PHP02,8.127710745,53.0031237,53.93657493,223.1730324,114.0402794
W10004_0678/PHZ51,10.21626746,52.09012748,53.03251455,242.0795416,99.81538715
W10004_0680/PHP02,8.645349022,50.62252178,52.81845782,219.2677532,92.70195152
W10004_0680/PHZ51,6.882882327,52.89756642,52.9458871,248.5726318,117.6922813
W10004_0682/PHK76,6.558592668,51.18887963,52.48807241,212.1292367,93.39625835
W10004_0682/PHP02,8.290672362,51.09777397,51.30192053,234.9874856,108.9043543
W10004_0682/PHZ51,8.002587162,54.5525779,57.09137049,229.8280213,87.18850123
W10004_0684/PHK76,7.957866282,51.14172902,51.40290221,201.7478569,69.3136505
W10004_0684/PHP02,9.072010806,51.05064441,52.25910734,215.4909799,84.00827343
W10004_0684/PHZ51,8.468104537,52.91002109,52.84739798,240.4603351,103.961766
W10004_0685/PHK76,NA,51.93560865,53.41335387,216.7855131,70.34807891
W10004_0685/PHP02,8.78744039,48.99886581,52.1216444,235.9968499,98.0948948
W10004_0685/PHZ51,7.700092628,51.28529659,52.67114319,257.6541086,95.46217597
W10004_0687/PHK76,7.610698781,51.06931665,51.23138803,214.0845894,106.0536228
W10004_0687/PHP02,10.06902434,52.22185855,52.41885819,222.1511648,106.3995061
W10004_0687/PHZ51,NA,55.31494023,56.7646199,262.2105641,118.8350667
W10004_0688/PHK76,NA,52.15422932,53.30813873,195.8678722,79.57983974
W10004_0688/PHP02,7.848765026,50.85288306,52.23394733,215.9831577,92.37813405
W10004_0688/PHZ51,7.196643388,54.17597076,58.52765435,248.5317034,88.21864452
W10004_0689/PHK76,8.554577559,50.0114491,50.31068318,227.2327934,99.29592334
W10004_0689/PHP02,8.711633536,52.3235277,53.78566419,234.1563203,90.42200824
W10004_0689/PHZ51,8.750079144,53.5297491,54.2460829,272.9749001,129.7008061
W10004_0691/PHP02,3.913757707,51.58970531,52.06368142,196.6624012,94.58937629
W10004_0691/PHZ51,6.266518662,52.17823707,57.13926498,218.6016095,77.37716339
W10004_0695/PHK76,9.968899128,51.00979524,52.14894086,246.935815,102.918797
W10004_0695/PHP02,8.642760337,52.30625439,52.51329643,259.5286678,111.3523172
W10004_0695/PHZ51,8.29522064,53.8022911,54.83322736,279.6563049,119.2784392
W10004_0696/PHK76,6.999791569,50.87049909,52.91570081,250.3186455,124.7712251
W10004_0696/PHP02,9.493527591,50.18658368,52.21659123,217.0769067,97.35151741
W10004_0696/PHZ51,6.604970067,54.75649564,54.64273748,261.9208796,128.2246337
W10004_0697/PHK76,8.14643271,53.08048558,52.86156346,250.7467385,97.03562205
W10004_0697/PHP02,8.545437557,50.92952319,52.9281067,247.0714579,105.7187472
W10004_0697/PHZ51,10.06182222,53.41735828,53.82084788,276.4580476,132.0011359
W10004_0701/PHK76,7.744283041,52.15563233,53.57723032,224.8565058,98.24293139
W10004_0701/PHZ51,7.495359256,53.70244229,53.91846892,247.3348864,104.7169768
W10004_0702/PHK76,7.938463967,51.88666278,52.14293654,210.0922553,96.59266973
W10004_0702/PHP02,8.647213941,50.97710686,53.00405901,227.7197585,99.04141115
W10004_0702/PHZ51,9.806998956,52.99143297,54.51676908,267.7561192,125.6903628
W10004_0703/PHK76,6.884184045,51.14478306,51.31339154,211.4515529,98.70939801
W10004_0703/PHP02,8.184450388,49.76649405,51.41199376,219.5813169,100.4575913
W10004_0703/PHZ51,7.594269462,51.78787615,52.45900692,242.8807269,117.9258979
W10004_0704/PHK76,5.214982189,53.6161884,53.40751941,235.8901762,101.2849882
W10004_0704/PHP02,7.122401293,52.29279468,53.11539756,224.5373318,106.0927873
W10004_0704/PHZ51,10.25393656,53.71467092,54.94765958,275.7486959,152.7671845
W10004_0705/PHK76,5.914787532,51.77952566,52.00834076,207.5567581,94.20599645
W10004_0705/PHP02,6.572260767,51.84451845,52.79894215,199.3592356,92.57370721
W10004_0705/PHZ51,6.649419442,52.91692249,55.82478322,225.2228672,105.8982006
W10004_0707/PHK76,NA,54.01059319,53.02440227,188.826934,92.4873038
W10004_0707/PHP02,7.427857446,52.4824796,53.21736048,183.6822385,69.15735866
W10004_0707/PHZ51,9.42910592,51.40351044,52.17353916,236.1220175,117.6939923
W10004_0711/PHK76,7.97498598,49.03653678,50.21990177,193.3408575,83.22462249
W10004_0711/PHP02,10.51623813,49.40534909,51.53258481,206.6114307,80.00251494
W10004_0711/PHZ51,7.814660428,53.09486804,54.47336288,239.7226194,101.1041736
W10004_0712/PHP02,11.47912745,51.22040001,53.02948169,238.3944352,93.04812944
W10004_0712/PHZ51,9.201380601,53.79547336,54.93233007,272.6976956,130.8680942
W10004_0713/PHK76,8.961065474,49.31002559,50.47684605,NA,80.14663417
W10004_0713/PHP02,9.326408919,51.11502804,53.22596431,216.0119382,96.06711503
W10004_0713/PHZ51,8.103665874,51.62708766,53.26845933,243.9478974,85.84679649
W10004_0714/PHK76,NA,54.88921188,53.54996306,220.837228,100.8370561
W10004_0714/PHP02,NA,52.35990672,53.56825768,209.0644307,96.54815596
W10004_0714/PHZ51,7.203965487,52.87873323,53.82476956,267.9239049,122.9449827
W10004_0715/PHK76,7.092887229,52.96671524,53.01270879,220.2761576,103.2986137
W10004_0715/PHP02,8.673298073,51.08398212,52.93817297,232.6517781,107.9050918
W10004_0715/PHZ51,9.009832185,53.41196799,53.04948587,254.3626105,111.9580575
W10004_0717/PHP02,3.662868843,50.89084606,52.69187002,212.2894128,83.51525141
