"","Data","Hybrid","Trait","Tester"
"50",8.28008342059041,"W10004_0006 X PHK76","Yield","PHK76"
"51",8.10447193836215,"W10004_0006 X PHP02","Yield","PHP02"
"52",8.27424936165975,"W10004_0006 X PHZ51","Yield","PHZ51"
"53",7.69741223176005,"W10004_0007 X PHK76","Yield","PHK76"
"54",8.68828860346457,"W10004_0007 X PHP02","Yield","PHP02"
"55",9.01537744861042,"W10004_0007 X PHZ51","Yield","PHZ51"
"56",8.6749501927255,"W10004_0008 X PHP02","Yield","PHP02"
"57",8.02631922007812,"W10004_0008 X PHZ51","Yield","PHZ51"
"58",7.18507008451296,"W10004_0010 X PHK76","Yield","PHK76"
"59",7.8368989465053,"W10004_0010 X PHP02","Yield","PHP02"
"60",7.03537378795968,"W10004_0010 X PHZ51","Yield","PHZ51"
"61",7.72691010395226,"W10004_0011 X PHK76","Yield","PHK76"
"62",8.9232941331568,"W10004_0011 X PHP02","Yield","PHP02"
"63",7.95070459905617,"W10004_0011 X PHZ51","Yield","PHZ51"
"64",7.92855981601069,"W10004_0013 X PHK76","Yield","PHK76"
"65",7.56757649811536,"W10004_0013 X PHP02","Yield","PHP02"
"66",8.00216248803205,"W10004_0013 X PHZ51","Yield","PHZ51"
"67",8.87124609556526,"W10004_0014 X PHK76","Yield","PHK76"
"68",8.2789558896728,"W10004_0014 X PHP02","Yield","PHP02"
"69",8.54550733583636,"W10004_0014 X PHZ51","Yield","PHZ51"
"70",7.78686946024537,"W10004_0018 X PHK76","Yield","PHK76"
"71",7.84087367139262,"W10004_0018 X PHP02","Yield","PHP02"
"72",8.27984791148583,"W10004_0018 X PHZ51","Yield","PHZ51"
"73",8.04731086088587,"W10004_0019X PHZ51","Yield","PHZ51"
"74",7.74564716687814,"W10004_0026 X PHK76","Yield","PHK76"
"75",8.80736835192111,"W10004_0026 X PHP02","Yield","PHP02"
"76",7.83601469854735,"W10004_0026 X PHZ51","Yield","PHZ51"
"77",7.87906130581293,"W10004_0027 X PHK76","Yield","PHK76"
"78",8.27064146552775,"W10004_0027 X PHP02","Yield","PHP02"
"79",7.68268782287427,"W10004_0027 X PHZ51","Yield","PHZ51"
"80",7.34473679821195,"W10004_0031 X PHK76","Yield","PHK76"
"81",7.67079076133079,"W10004_0031 X PHP02","Yield","PHP02"
"82",7.65819912506248,"W10004_0031 X PHZ51","Yield","PHZ51"
"83",6.82165012050622,"W10004_0032 X PHK76","Yield","PHK76"
"84",8.18410170841691,"W10004_0032 X PHP02","Yield","PHP02"
"85",7.42503494324278,"W10004_0032 X PHZ51","Yield","PHZ51"
"86",7.76242889759862,"W10004_0034 X PHK76","Yield","PHK76"
"87",7.76947951267436,"W10004_0034 X PHP02","Yield","PHP02"
"88",8.68672827597721,"W10004_0034 X PHZ51","Yield","PHZ51"
"89",8.42710079192945,"W10004_0035 X PHK76","Yield","PHK76"
"90",8.13868134455733,"W10004_0035 X PHP02","Yield","PHP02"
"91",7.87097216791604,"W10004_0035 X PHZ51","Yield","PHZ51"
"92",7.07778021089301,"W10004_0037 X PHK76","Yield","PHK76"
"93",7.92896566531596,"W10004_0037 X PHP02","Yield","PHP02"
"94",8.14665457939208,"W10004_0037 X PHZ51","Yield","PHZ51"
"95",7.54843630488919,"W10004_0038 X PHK76","Yield","PHK76"
"96",7.73042406381744,"W10004_0038 X PHZ51","Yield","PHZ51"
"97",8.2051321819904,"W10004_0039 X PHK76","Yield","PHK76"
"98",7.38408283209181,"W10004_0039 X PHP02","Yield","PHP02"
"99",7.57727983025657,"W10004_0039 X PHZ51","Yield","PHZ51"
"100",8.23406677033001,"W10004_0041 X PHK76","Yield","PHK76"
"101",8.42851563742348,"W10004_0041 X PHP02","Yield","PHP02"
"102",8.05770952394983,"W10004_0041 X PHZ51","Yield","PHZ51"
"103",7.94433450494165,"W10004_0042 X PHK76","Yield","PHK76"
"104",8.37240243185113,"W10004_0042 X PHP02","Yield","PHP02"
"105",8.23336664610933,"W10004_0042 X PHZ51","Yield","PHZ51"
"106",8.44232951743798,"W10004_0045 X PHK76","Yield","PHK76"
"107",8.11268315439308,"W10004_0045 X PHP02","Yield","PHP02"
"108",8.07619494854409,"W10004_0045 X PHZ51","Yield","PHZ51"
"109",7.87713583290845,"W10004_0046 X PHK76","Yield","PHK76"
"110",8.25882682000866,"W10004_0046 X PHP02","Yield","PHP02"
"111",8.42249183970574,"W10004_0046 X PHZ51","Yield","PHZ51"
"112",7.57555270136892,"W10004_0047 X PHK76","Yield","PHK76"
"113",7.88242970937049,"W10004_0047 X PHP02","Yield","PHP02"
"114",7.81485617329037,"W10004_0047 X PHZ51","Yield","PHZ51"
"115",8.22410227489787,"W10004_0053 X PHK76","Yield","PHK76"
"116",8.52120745570514,"W10004_0053 X PHP02","Yield","PHP02"
"117",8.549611663719,"W10004_0053 X PHZ51","Yield","PHZ51"
"118",8.05921223946152,"W10004_0055 X PHK76","Yield","PHK76"
"119",8.72135908188595,"W10004_0055 X PHP02","Yield","PHP02"
"120",8.0061303096225,"W10004_0055 X PHZ51","Yield","PHZ51"
"121",7.98752806570643,"W10004_0059 X PHK76","Yield","PHK76"
"122",8.02245416225545,"W10004_0059 X PHP02","Yield","PHP02"
"123",7.77571311962888,"W10004_0059 X PHZ51","Yield","PHZ51"
"124",7.74848463356145,"W10004_0061 X PHK76","Yield","PHK76"
"125",7.54120425832979,"W10004_0061 X PHP02","Yield","PHP02"
"126",8.08064424026282,"W10004_0061 X PHZ51","Yield","PHZ51"
"127",8.16051021573174,"W10004_0062 X PHK76","Yield","PHK76"
"128",7.38868579781401,"W10004_0062 X PHP02","Yield","PHP02"
"129",7.53737828950177,"W10004_0062 X PHZ51","Yield","PHZ51"
"130",8.38453702721798,"W10004_0063 X PHK76","Yield","PHK76"
"131",8.10990971591205,"W10004_0063 X PHP02","Yield","PHP02"
"132",7.76307512616043,"W10004_0063 X PHZ51","Yield","PHZ51"
"133",7.97796905671349,"W10004_0064 X PHP02","Yield","PHP02"
"134",8.08833027501522,"W10004_0064 X PHZ51","Yield","PHZ51"
"135",8.04890939576908,"W10004_0065 X PHK76","Yield","PHK76"
"136",7.77589743073337,"W10004_0065 X PHP02","Yield","PHP02"
"137",7.85438854574737,"W10004_0065 X PHZ51","Yield","PHZ51"
"138",7.90814324536629,"W10004_0068 X PHK76","Yield","PHK76"
"139",8.55971603669615,"W10004_0068 X PHP02","Yield","PHP02"
"140",7.59350407072529,"W10004_0068 X PHZ51","Yield","PHZ51"
"141",8.30496304544594,"W10004_0069 X PHK76","Yield","PHK76"
"142",8.30827853926808,"W10004_0069 X PHP02","Yield","PHP02"
"143",8.16553684135767,"W10004_0069 X PHZ51","Yield","PHZ51"
"144",7.76637004025525,"W10004_0070 X PHP02","Yield","PHP02"
"145",8.04602133996896,"W10004_0070 X PHZ51","Yield","PHZ51"
"146",7.60675207370161,"W10004_0071 X PHP02","Yield","PHP02"
"147",8.60028759181407,"W10004_0071 X PHZ51","Yield","PHZ51"
"148",7.00946022563012,"W10004_0072 X PHK76","Yield","PHK76"
"149",8.57412237434391,"W10004_0072 X PHP02","Yield","PHP02"
"150",8.30265421917436,"W10004_0072 X PHZ51","Yield","PHZ51"
"151",8.42528768789858,"W10004_0073 X PHP02","Yield","PHP02"
"152",8.18526522255636,"W10004_0076 X PHP02","Yield","PHP02"
"153",8.29869706093275,"W10004_0076 X PHZ51","Yield","PHZ51"
"154",7.17923917895407,"W10004_0078 X PHK76","Yield","PHK76"
"155",8.13238067037458,"W10004_0078 X PHP02","Yield","PHP02"
"156",8.71484398753725,"W10004_0078 X PHZ51","Yield","PHZ51"
"157",7.0593652569614,"W10004_0079 X PHP02","Yield","PHP02"
"158",7.54693093331325,"W10004_0079 X PHZ51","Yield","PHZ51"
"159",8.37020779413189,"W10004_0080 X PHK76","Yield","PHK76"
"160",7.25166768617568,"W10004_0080 X PHP02","Yield","PHP02"
"161",7.35061786719753,"W10004_0080 X PHZ51","Yield","PHZ51"
"162",7.22164492303206,"W10004_0086 X PHK76","Yield","PHK76"
"163",7.01101805015265,"W10004_0086 X PHP02","Yield","PHP02"
"164",8.05382839230992,"W10004_0086 X PHZ51","Yield","PHZ51"
"165",8.57137867228165,"W10004_0087 X PHK76","Yield","PHK76"
"166",7.71530994515972,"W10004_0087 X PHP02","Yield","PHP02"
"167",7.25271149296919,"W10004_0087 X PHZ51","Yield","PHZ51"
"168",6.90470407119428,"W10004_0092 X PHK76","Yield","PHK76"
"169",8.62539341475012,"W10004_0092 X PHP02","Yield","PHP02"
"170",7.70347890636714,"W10004_0092 X PHZ51","Yield","PHZ51"
"171",8.37365514150228,"W10004_0093 X PHK76","Yield","PHK76"
"172",7.98358127804592,"W10004_0093 X PHP02","Yield","PHP02"
"173",7.37878629521862,"W10004_0093 X PHZ51","Yield","PHZ51"
"174",7.92467305424293,"W10004_0095 X PHK76","Yield","PHK76"
"175",7.38467109483945,"W10004_0095 X PHP02","Yield","PHP02"
"176",7.34231816307497,"W10004_0095 X PHZ51","Yield","PHZ51"
"177",7.91315528890608,"W10004_0097 X PHP02","Yield","PHP02"
"178",7.75008403481648,"W10004_0097 X PHZ51","Yield","PHZ51"
"179",8.09358585603333,"W10004_0098 X PHP02","Yield","PHP02"
"180",7.92050047145654,"W10004_0098 X PHZ51","Yield","PHZ51"
"181",7.87137417122738,"W10004_0099 X PHK76","Yield","PHK76"
"182",7.57197884773593,"W10004_0099 X PHP02","Yield","PHP02"
"183",7.79323481164768,"W10004_0099 X PHZ51","Yield","PHZ51"
"184",8.42661884219439,"W10004_0101 X PHK76","Yield","PHK76"
"185",8.33409451609513,"W10004_0101 X PHP02","Yield","PHP02"
"186",8.76770714867854,"W10004_0101 X PHZ51","Yield","PHZ51"
"187",7.59987478259714,"W10004_0103 X PHK76","Yield","PHK76"
"188",8.70165450281669,"W10004_0103 X PHP02","Yield","PHP02"
"189",8.30658360794781,"W10004_0103 X PHZ51","Yield","PHZ51"
"190",9.14761812432204,"W10004_0106 X PHK76","Yield","PHK76"
"191",7.84855821227987,"W10004_0106 X PHP02","Yield","PHP02"
"192",8.18113684860313,"W10004_0106 X PHZ51","Yield","PHZ51"
"193",8.1115330131655,"W10004_0110 X PHK76","Yield","PHK76"
"194",6.836812416138,"W10004_0110 X PHP02","Yield","PHP02"
"195",8.04745080675099,"W10004_0110 X PHZ51","Yield","PHZ51"
"196",6.55928608910642,"W10004_0112 X PHK76","Yield","PHK76"
"197",7.10036414622494,"W10004_0112 X PHP02","Yield","PHP02"
"198",7.80966749975156,"W10004_0112 X PHZ51","Yield","PHZ51"
"199",8.527012626277,"W10004_0115 X PHK76","Yield","PHK76"
"200",7.87238375827635,"W10004_0115 X PHP02","Yield","PHP02"
"201",8.0222943804183,"W10004_0115 X PHZ51","Yield","PHZ51"
"202",7.03227549762436,"W10004_0116 X PHK76","Yield","PHK76"
"203",7.8725214408039,"W10004_0116 X PHP02","Yield","PHP02"
"204",8.39237354897768,"W10004_0116 X PHZ51","Yield","PHZ51"
"205",8.26505268903732,"W10004_0118 X PHK76","Yield","PHK76"
"206",7.54890706614688,"W10004_0118 X PHP02","Yield","PHP02"
"207",8.52453370138453,"W10004_0118 X PHZ51","Yield","PHZ51"
"208",7.65815322129492,"W10004_0119 X PHK76","Yield","PHK76"
"209",8.60076483521351,"W10004_0119 X PHP02","Yield","PHP02"
"210",7.49134063502515,"W10004_0119 X PHZ51","Yield","PHZ51"
"211",7.84222327300415,"W10004_0121 X PHK76","Yield","PHK76"
"212",7.63375617922438,"W10004_0121 X PHP02","Yield","PHP02"
"213",7.96846662864572,"W10004_0121 X PHZ51","Yield","PHZ51"
"214",8.66202511395644,"W10004_0122 X PHK76","Yield","PHK76"
"215",8.34127482020348,"W10004_0122 X PHP02","Yield","PHP02"
"216",8.37861018936975,"W10004_0122 X PHZ51","Yield","PHZ51"
"217",7.75219081778747,"W10004_0127 X PHK76","Yield","PHK76"
"218",8.1990389152892,"W10004_0127 X PHP02","Yield","PHP02"
"219",8.53576166750114,"W10004_0129 X PHP02","Yield","PHP02"
"220",7.99679196939772,"W10004_0129 X PHZ51","Yield","PHZ51"
"221",7.64700869493001,"W10004_0132 X PHK76","Yield","PHK76"
"222",7.81852864652105,"W10004_0132 X PHZ51","Yield","PHZ51"
"223",7.63770188474635,"W10004_0133 X PHK76","Yield","PHK76"
"224",7.50242744513026,"W10004_0133 X PHP02","Yield","PHP02"
"225",8.83089986473818,"W10004_0133 X PHZ51","Yield","PHZ51"
"226",7.53778556629253,"W10004_0134 X PHK76","Yield","PHK76"
"227",7.54597540227556,"W10004_0134 X PHP02","Yield","PHP02"
"228",8.12591735606834,"W10004_0134 X PHZ51","Yield","PHZ51"
"229",8.00456564806851,"W10004_0138 X PHP02","Yield","PHP02"
"230",7.96331555500855,"W10004_0138 X PHZ51","Yield","PHZ51"
"231",8.19295525037194,"W10004_0140 X PHK76","Yield","PHK76"
"232",7.70211667656605,"W10004_0140 X PHP02","Yield","PHP02"
"233",7.96051305994093,"W10004_0140 X PHZ51","Yield","PHZ51"
"234",7.60400803456953,"W10004_0144 X PHK76","Yield","PHK76"
"235",7.4875541575775,"W10004_0144 X PHP02","Yield","PHP02"
"236",7.06445923944513,"W10004_0144 X PHZ51","Yield","PHZ51"
"237",8.11449777384108,"W10004_0146 X PHK76","Yield","PHK76"
"238",7.51672463578388,"W10004_0146 X PHP02","Yield","PHP02"
"239",7.94041422964176,"W10004_0146 X PHZ51","Yield","PHZ51"
"240",8.20087717198431,"W10004_0147 X PHK76","Yield","PHK76"
"241",7.73882250672069,"W10004_0147 X PHP02","Yield","PHP02"
"242",8.55372545893065,"W10004_0147 X PHZ51","Yield","PHZ51"
"243",9.00845551997318,"W10004_0148 X PHK76","Yield","PHK76"
"244",7.4953831710625,"W10004_0148 X PHP02","Yield","PHP02"
"245",8.13367527340885,"W10004_0148 X PHZ51","Yield","PHZ51"
"246",6.38997853845252,"W10004_0149 X PHK76","Yield","PHK76"
"247",7.67186603776834,"W10004_0149 X PHP02","Yield","PHP02"
"248",9.24391107385059,"W10004_0149 X PHZ51","Yield","PHZ51"
"249",7.72888838389665,"W10004_0150 X PHK76","Yield","PHK76"
"250",8.01125406158185,"W10004_0150 X PHP02","Yield","PHP02"
"251",6.69515029151625,"W10004_0150 X PHZ51","Yield","PHZ51"
"252",7.12944262832042,"W10004_0152 X PHP02","Yield","PHP02"
"253",8.48675556472866,"W10004_0152 X PHZ51","Yield","PHZ51"
"254",7.93737367198289,"W10004_0153 X PHK76","Yield","PHK76"
"255",7.30839631652272,"W10004_0153 X PHP02","Yield","PHP02"
"256",7.61694928597479,"W10004_0153 X PHZ51","Yield","PHZ51"
"257",7.72329549019372,"W10004_0154 X PHP02","Yield","PHP02"
"258",7.32613526514594,"W10004_0154 X PHZ51","Yield","PHZ51"
"259",8.68951974426136,"W10004_0160 X PHP02","Yield","PHP02"
"260",8.01574467210702,"W10004_0160 X PHZ51","Yield","PHZ51"
"261",7.83489032964915,"W10004_0161 X PHK76","Yield","PHK76"
"262",8.96861256110624,"W10004_0161 X PHP02","Yield","PHP02"
"263",7.85651385207978,"W10004_0161 X PHZ51","Yield","PHZ51"
"264",7.58300772458257,"W10004_0166 X PHK76","Yield","PHK76"
"265",7.54922136520416,"W10004_0166 X PHP02","Yield","PHP02"
"266",7.65505427391165,"W10004_0166 X PHZ51","Yield","PHZ51"
"267",8.24197469761607,"W10004_0167 X PHK76","Yield","PHK76"
"268",7.15620846286492,"W10004_0167 X PHP02","Yield","PHP02"
"269",7.61997947579687,"W10004_0167 X PHZ51","Yield","PHZ51"
"270",7.0047295387722,"W10004_0168 X PHP02","Yield","PHP02"
"271",7.56747035088708,"W10004_0168 X PHZ51","Yield","PHZ51"
"272",7.53636584914957,"W10004_0169 X PHK76","Yield","PHK76"
"273",8.43357042855532,"W10004_0169 X PHP02","Yield","PHP02"
"274",8.11594415241164,"W10004_0169 X PHZ51","Yield","PHZ51"
"275",8.82429531908589,"W10004_0171 X PHK76","Yield","PHK76"
"276",9.18827150159247,"W10004_0171 X PHP02","Yield","PHP02"
"277",6.8275104080093,"W10004_0178 X PHK76","Yield","PHK76"
"278",7.73127149410042,"W10004_0178 X PHP02","Yield","PHP02"
"279",7.9991614436939,"W10004_0178 X PHZ51","Yield","PHZ51"
"280",6.90477544922012,"W10004_0179 X PHK76","Yield","PHK76"
"281",8.20519042246041,"W10004_0179 X PHP02","Yield","PHP02"
"282",7.57217643739384,"W10004_0179 X PHZ51","Yield","PHZ51"
"283",7.64014492628225,"W10004_0185 X PHK76","Yield","PHK76"
"284",8.31084478905809,"W10004_0185 X PHP02","Yield","PHP02"
"285",8.5980967386589,"W10004_0185 X PHZ51","Yield","PHZ51"
"286",6.97473186135487,"W10004_0189 X PHK76","Yield","PHK76"
"287",7.05984721604096,"W10004_0189 X PHP02","Yield","PHP02"
"288",8.59801739688023,"W10004_0189 X PHZ51","Yield","PHZ51"
"289",8.48460393009626,"W10004_0190 X PHP02","Yield","PHP02"
"290",7.97600185052384,"W10004_0190 X PHZ51","Yield","PHZ51"
"291",8.78229464107377,"W10004_0192 X PHK76","Yield","PHK76"
"292",8.23215325253845,"W10004_0192 X PHP02","Yield","PHP02"
"293",8.48846991948474,"W10004_0192 X PHZ51","Yield","PHZ51"
"294",8.02936563864416,"W10004_0194 X PHK76","Yield","PHK76"
"295",7.90915154641591,"W10004_0194 X PHP02","Yield","PHP02"
"296",8.27408350697162,"W10004_0194 X PHZ51","Yield","PHZ51"
"297",8.10961562406325,"W10004_0196 X PHP02","Yield","PHP02"
"298",7.57042581762606,"W10004_0196 X PHZ51","Yield","PHZ51"
"299",7.99604518125233,"W10004_0197 X PHP02","Yield","PHP02"
"300",7.54961387956721,"W10004_0197 X PHZ51","Yield","PHZ51"
"301",7.57907430323454,"W10004_0199 X PHP02","Yield","PHP02"
"302",6.67877328939784,"W10004_0199 X PHZ51","Yield","PHZ51"
"303",8.41579388436065,"W10004_0200 X PHK76","Yield","PHK76"
"304",7.80321916871489,"W10004_0200 X PHZ51","Yield","PHZ51"
"305",7.35962870706948,"W10004_0203 X PHK76","Yield","PHK76"
"306",8.93619915160739,"W10004_0203 X PHP02","Yield","PHP02"
"307",7.93045713813708,"W10004_0203 X PHZ51","Yield","PHZ51"
"308",7.78270301331332,"W10004_0204 X PHK76","Yield","PHK76"
"309",8.30932804780842,"W10004_0204 X PHP02","Yield","PHP02"
"310",6.99936916878845,"W10004_0204 X PHZ51","Yield","PHZ51"
"311",7.07034579587844,"W10004_0206 X PHK76","Yield","PHK76"
"312",8.63755330379942,"W10004_0206 X PHP02","Yield","PHP02"
"313",8.49820464628903,"W10004_0206 X PHZ51","Yield","PHZ51"
"314",8.06554842647109,"W10004_0212 X PHK76","Yield","PHK76"
"315",7.36611310441926,"W10004_0212 X PHP02","Yield","PHP02"
"316",8.28672496471765,"W10004_0212 X PHZ51","Yield","PHZ51"
"317",7.7274486364293,"W10004_0213 X PHK76","Yield","PHK76"
"318",8.20806408154839,"W10004_0213 X PHP02","Yield","PHP02"
"319",8.29462180661306,"W10004_0213 X PHZ51","Yield","PHZ51"
"320",7.6453082528829,"W10004_0217 X PHK76","Yield","PHK76"
"321",7.62856524405462,"W10004_0217 X PHP02","Yield","PHP02"
"322",7.11800096282189,"W10004_0217 X PHZ51","Yield","PHZ51"
"323",8.26304919905613,"W10004_0220 X PHP02","Yield","PHP02"
"324",8.56589523772092,"W10004_0220 X PHZ51","Yield","PHZ51"
"325",8.4477884855234,"W10004_0221 X PHK76","Yield","PHK76"
"326",8.41631038538037,"W10004_0221 X PHP02","Yield","PHP02"
"327",7.87778490018796,"W10004_0221 X PHZ51","Yield","PHZ51"
"328",7.71039548051029,"W10004_0223 X PHK76","Yield","PHK76"
"329",8.28817776933226,"W10004_0223 X PHP02","Yield","PHP02"
"330",8.18895447550745,"W10004_0223 X PHZ51","Yield","PHZ51"
"331",7.13167172386067,"W10004_0224 X PHK76","Yield","PHK76"
"332",8.75828028429039,"W10004_0224 X PHP02","Yield","PHP02"
"333",9.4997508433638,"W10004_0224 X PHZ51","Yield","PHZ51"
"334",8.70166663302935,"W10004_0225 X PHK76","Yield","PHK76"
"335",8.24715245564813,"W10004_0225 X PHP02","Yield","PHP02"
"336",8.79902163766743,"W10004_0225 X PHZ51","Yield","PHZ51"
"337",8.11522676313773,"W10004_0227 X PHK76","Yield","PHK76"
"338",7.72253788552258,"W10004_0227 X PHP02","Yield","PHP02"
"339",7.87140547856744,"W10004_0227 X PHZ51","Yield","PHZ51"
"340",7.64708062779973,"W10004_0231 X PHK76","Yield","PHK76"
"341",7.82210741236648,"W10004_0231 X PHP02","Yield","PHP02"
"342",8.49474067139695,"W10004_0231 X PHZ51","Yield","PHZ51"
"343",8.03597651933553,"W10004_0236 X PHK76","Yield","PHK76"
"344",8.36451855940664,"W10004_0236 X PHP02","Yield","PHP02"
"345",8.09133268196832,"W10004_0236 X PHZ51","Yield","PHZ51"
"346",7.71979136660182,"W10004_0238 X PHK76","Yield","PHK76"
"347",8.01302215603802,"W10004_0238 X PHP02","Yield","PHP02"
"348",8.1482389008934,"W10004_0238 X PHZ51","Yield","PHZ51"
"349",7.34647599820882,"W10004_0241 X PHK76","Yield","PHK76"
"350",7.75815723443825,"W10004_0241 X PHP02","Yield","PHP02"
"351",8.47413968277563,"W10004_0241 X PHZ51","Yield","PHZ51"
"352",8.59992900549321,"W10004_0242 X PHK76","Yield","PHK76"
"353",7.5238852272617,"W10004_0242 X PHP02","Yield","PHP02"
"354",7.92180889748293,"W10004_0242 X PHZ51","Yield","PHZ51"
"355",8.17834914492733,"W10004_0253 X PHK76","Yield","PHK76"
"356",7.27172608172543,"W10004_0253 X PHP02","Yield","PHP02"
"357",8.65613943942104,"W10004_0253 X PHZ51","Yield","PHZ51"
"358",7.91568307531905,"W10004_0254 X PHK76","Yield","PHK76"
"359",7.2711203480091,"W10004_0254 X PHP02","Yield","PHP02"
"360",7.00283081191539,"W10004_0254 X PHZ51","Yield","PHZ51"
"361",7.89851869109442,"W10004_0256 X PHK76","Yield","PHK76"
"362",8.07528906581205,"W10004_0256 X PHP02","Yield","PHP02"
"363",7.7649283369628,"W10004_0256 X PHZ51","Yield","PHZ51"
"364",8.29003118179049,"W10004_0258 X PHK76","Yield","PHK76"
"365",8.79753831742679,"W10004_0258 X PHP02","Yield","PHP02"
"366",8.67924788756143,"W10004_0258 X PHZ51","Yield","PHZ51"
"367",7.46364593526711,"W10004_0261 X PHK76","Yield","PHK76"
"368",8.01166560166789,"W10004_0261 X PHP02","Yield","PHP02"
"369",8.24334944942604,"W10004_0261 X PHZ51","Yield","PHZ51"
"370",8.46548224201313,"W10004_0262 X PHP02","Yield","PHP02"
"371",8.35178048857195,"W10004_0262 X PHZ51","Yield","PHZ51"
"372",7.73843501813807,"W10004_0264 X PHK76","Yield","PHK76"
"373",7.71097304928465,"W10004_0264 X PHP02","Yield","PHP02"
"374",6.7639516390769,"W10004_0264 X PHZ51","Yield","PHZ51"
"375",8.37471030836892,"W10004_0268 X PHP02","Yield","PHP02"
"376",8.16464697970456,"W10004_0268 X PHZ51","Yield","PHZ51"
"377",6.99999650482888,"W10004_0270 X PHK76","Yield","PHK76"
"378",8.04530678922313,"W10004_0270 X PHP02","Yield","PHP02"
"379",8.52196272132647,"W10004_0270 X PHZ51","Yield","PHZ51"
"380",8.46527959334136,"W10004_0271 X PHP02","Yield","PHP02"
"381",8.23503522585236,"W10004_0276 X PHP02","Yield","PHP02"
"382",8.12512065141523,"W10004_0276 X PHZ51","Yield","PHZ51"
"383",7.90072607604655,"W10004_0290 X PHP02","Yield","PHP02"
"384",8.29219314201624,"W10004_0290 X PHZ51","Yield","PHZ51"
"385",7.42995551832929,"W10004_0291 X PHK76","Yield","PHK76"
"386",8.12812342394863,"W10004_0291 X PHP02","Yield","PHP02"
"387",7.08379263220894,"W10004_0291 X PHZ51","Yield","PHZ51"
"388",8.11543898643077,"W10004_0292 X PHK76","Yield","PHK76"
"389",7.16446631640151,"W10004_0292 X PHP02","Yield","PHP02"
"390",7.53418848209734,"W10004_0292 X PHZ51","Yield","PHZ51"
"391",8.3280670228955,"W10004_0299 X PHK76","Yield","PHK76"
"392",8.39382696595672,"W10004_0299 X PHP02","Yield","PHP02"
"393",8.40131193055866,"W10004_0299 X PHZ51","Yield","PHZ51"
"394",9.08643682618567,"W10004_0306 X PHP02","Yield","PHP02"
"395",8.19491858835397,"W10004_0306 X PHZ51","Yield","PHZ51"
"396",7.23965810261921,"W10004_0308 X PHK76","Yield","PHK76"
"397",7.99910926696373,"W10004_0308 X PHP02","Yield","PHP02"
"398",7.59755010192561,"W10004_0308 X PHZ51","Yield","PHZ51"
"399",8.00693765686671,"W10004_0309 X PHK76","Yield","PHK76"
"400",7.89102435118313,"W10004_0309 X PHP02","Yield","PHP02"
"401",7.44259119538992,"W10004_0309 X PHZ51","Yield","PHZ51"
"402",7.87001117470482,"W10004_0310 X PHK76","Yield","PHK76"
"403",7.23537733219476,"W10004_0310 X PHP02","Yield","PHP02"
"404",7.34034146285183,"W10004_0310 X PHZ51","Yield","PHZ51"
"405",7.14700305521395,"W10004_0311 X PHK76","Yield","PHK76"
"406",8.00651483082711,"W10004_0311 X PHZ51","Yield","PHZ51"
"407",6.76697158529724,"W10004_0327 X PHP02","Yield","PHP02"
"408",8.14448636094315,"W10004_0327 X PHZ51","Yield","PHZ51"
"409",7.33100237899429,"W10004_0329 X PHK76","Yield","PHK76"
"410",7.21769794057378,"W10004_0329 X PHP02","Yield","PHP02"
"411",7.50601096972175,"W10004_0336 X PHK76","Yield","PHK76"
"412",8.31916586336563,"W10004_0336 X PHP02","Yield","PHP02"
"413",7.7965568580055,"W10004_0336 X PHZ51","Yield","PHZ51"
"414",7.80301175990806,"W10004_0344 X PHP02","Yield","PHP02"
"415",7.4022335174488,"W10004_0344 X PHZ51","Yield","PHZ51"
"416",7.3379336754486,"W10004_0346 X PHK76","Yield","PHK76"
"417",8.47051465497009,"W10004_0346 X PHP02","Yield","PHP02"
"418",8.37725151295336,"W10004_0346 X PHZ51","Yield","PHZ51"
"419",8.45642763643446,"W10004_0361 X PHK76","Yield","PHK76"
"420",9.13091791299815,"W10004_0361 X PHP02","Yield","PHP02"
"421",7.49102459561152,"W10004_0361 X PHZ51","Yield","PHZ51"
"422",7.50095071553199,"W10004_0362 X PHK76","Yield","PHK76"
"423",8.74912211757607,"W10004_0362 X PHZ51","Yield","PHZ51"
"424",7.02029402249716,"W10004_0380 X PHZ51","Yield","PHZ51"
"425",8.05333144127916,"W10004_0381 X PHK76","Yield","PHK76"
"426",7.09482876101647,"W10004_0381 X PHP02","Yield","PHP02"
"427",8.64914243020549,"W10004_0381 X PHZ51","Yield","PHZ51"
"428",8.23752558307669,"W10004_0383 X PHK76","Yield","PHK76"
"429",8.27862946155959,"W10004_0383 X PHP02","Yield","PHP02"
"430",8.26293195719238,"W10004_0389 X PHZ51","Yield","PHZ51"
"431",7.88454549022604,"W10004_0393 X PHK76","Yield","PHK76"
"432",7.56541864444664,"W10004_0393 X PHP02","Yield","PHP02"
"433",7.0183064814603,"W10004_0393 X PHZ51","Yield","PHZ51"
"434",7.613930670658,"W10004_0394 X PHK76","Yield","PHK76"
"435",7.84039892915529,"W10004_0394 X PHP02","Yield","PHP02"
"436",7.19790774908227,"W10004_0394 X PHZ51","Yield","PHZ51"
"437",7.66750577353708,"W10004_0395 X PHK76","Yield","PHK76"
"438",8.23950183553245,"W10004_0395 X PHP02","Yield","PHP02"
"439",7.61511414086281,"W10004_0395 X PHZ51","Yield","PHZ51"
"440",7.89481238009225,"W10004_0396 X PHK76","Yield","PHK76"
