Pedigree,Height.15,Height.17,Height.22,Height.24,Height.27,Height.30,Height.32,Height.37,Height.39,Height.41,Height.45,Height.48,Height.51,Height.56,Height.60,Height.62,Height.69,Height.73,Height.76,Height.80,Height.83,Height.87,Height.90,Height.99,Height.101,Height.104,Height.107,Height.111,Height.114,Height.118,Height.122,Height.126
W10004_0836 X PHK76,-0.01568699,0.000761755,0.080662173,0.134017041,0.243892954,0.394559493,0.518807539,0.902915064,1.076265281,1.252282724,1.584348299,1.791140267,1.947288479,2.097437791,2.146756839,2.158245353,2.170881894,2.171981264,2.172254432,2.172406648,2.172464055,2.172510997,2.172505517,2.172574732,2.17257991,2.172586054,2.172590663,2.172595041,2.172597349,2.172513303,2.172600919,2.172601837
W10004_0836 X PHP02,0.035542953,0.052573174,0.134342827,0.188452008,0.299175583,0.450047313,0.573966684,0.9560082,1.128580185,1.30434733,1.638876273,1.850738076,2.014061235,2.176327458,2.231795119,2.244949978,2.259352342,2.260531369,2.260811796,2.260964983,2.261022425,2.261069369,2.26106389,2.261133105,2.261138283,2.261144427,2.261149036,2.261153413,2.261155721,2.261071675,2.261159292,2.261160209
W10004_0836 X PHZ51,0.038577614,0.055677941,0.137395003,0.191285903,0.301325054,0.450967978,0.573739767,0.952046368,1.123046787,1.297427799,1.630412804,1.842645103,2.007654477,2.174290668,2.232886994,2.247134636,2.263135835,2.264456669,2.264758016,2.264915584,2.264973317,2.265020291,2.265014813,2.265084027,2.265089206,2.26509535,2.265099959,2.265104336,2.265106644,2.265022598,2.265110215,2.265111132
W10004_0837 X PHK76,0.104740201,0.121968312,0.205226545,0.260522306,0.373833475,0.528253846,0.654937675,1.043780061,1.218233353,1.394910485,1.727435665,1.934359289,2.090723676,2.241071802,2.290025908,2.301214293,2.313096579,2.314056928,2.314289805,2.314418718,2.314467279,2.314506986,2.314502351,2.314560897,2.314565277,2.314570474,2.314574373,2.314578076,2.314580028,2.314508937,2.314583048,2.314583824
W10004_0837 X PHP02,0.042242023,0.06184849,0.151696374,0.209201511,0.32430762,0.477658636,0.601608104,0.976519016,1.143398641,1.312261482,1.631493916,1.832989121,1.988733664,2.145670945,2.201392733,2.215228002,2.231492573,2.233002553,2.233360618,2.233540648,2.233601832,2.233649614,2.233644205,2.233713431,2.233718609,2.233724753,2.233729362,2.23373374,2.233736047,2.233652002,2.233739618,2.233740536
W10004_0837 X PHZ51,0.049758986,0.065346446,0.141415202,0.192417797,0.297857506,0.443285112,0.563968059,0.942012916,1.115578594,1.29417743,1.639596917,1.862635592,2.03729301,2.213415526,2.273823526,2.287932162,2.3027762,2.303860486,2.304104027,2.304234286,2.304282892,2.304322601,2.304317966,2.304376513,2.304380893,2.30438609,2.304389988,2.304393691,2.304395643,2.304324552,2.304398663,2.30439944
W10004_0840 X PHK76,-0.026556112,-0.00836668,0.078090102,0.134816729,0.250104969,0.405894336,0.532939271,0.920285018,1.093289016,1.26826449,1.597649827,1.803422177,1.960140118,2.113519723,2.16515357,2.177330705,2.190713915,2.191845179,2.192121036,2.192273585,2.192331003,2.192377946,2.192372466,2.192441681,2.192446859,2.192453003,2.192457612,2.19246199,2.192464297,2.192380252,2.192467868,2.192468786
W10004_0840 X PHP02,0.000195152,0.016102327,0.093106481,0.144415634,0.249976055,0.394697233,0.514137085,0.884657115,1.052835622,1.224461612,1.551499076,1.758296744,1.916939735,2.072709518,2.124869807,2.137056409,2.150312188,2.151427542,2.151701566,2.151853846,2.151911254,2.151958196,2.151952716,2.152021931,2.152027109,2.152033253,2.152037862,2.15204224,2.152044547,2.151960502,2.152048118,2.152049036
W10004_0840 X PHZ51,-0.053186312,-0.035144531,0.05051935,0.106694143,0.220863073,0.375242764,0.501290459,0.886895751,1.059983292,1.235767257,1.569319521,1.780191096,1.942788668,2.104709131,2.160290777,2.173487498,2.187859519,2.188983866,2.189237139,2.189369852,2.189418646,2.189458376,2.189453742,2.189512288,2.189516668,2.189521865,2.189525764,2.189529467,2.189531419,2.189460328,2.189534439,2.189535215
W10004_0842 X PHK76,0.017417827,0.036159479,0.124032222,0.181146193,0.296549108,0.451669207,0.577775677,0.961466372,1.132887727,1.306539637,1.634913288,1.841820419,2.001124735,2.160072804,2.215262992,2.228610921,2.243630703,2.244903845,2.245201522,2.245359039,2.245416847,2.245463839,2.245458361,2.245527576,2.245532754,2.245538898,2.245543507,2.245547885,2.245550193,2.245466147,2.245553763,2.245554681
W10004_0842 X PHP02,-0.050721858,-0.034043479,0.046226774,0.099448808,0.208525007,0.357418489,0.479891077,0.858247562,1.029472646,1.204042562,1.536728889,1.747681379,1.910402377,2.072058145,2.127233619,2.140293096,2.154559209,2.155727217,2.156006229,2.156159169,2.156216599,2.156263542,2.156258063,2.156327278,2.156332456,2.1563386,2.156343209,2.156347587,2.156349894,2.156265849,2.156353465,2.156354382
W10004_0842 X PHZ51,0.150147714,0.168982284,0.257744471,0.31560776,0.432698604,0.59027039,0.718449704,1.108710405,1.283208782,1.46011426,1.795236587,2.007043024,2.170685823,2.334766284,2.392000262,2.405827226,2.421231276,2.422467677,2.422740155,2.422877584,2.422926776,2.422966558,2.422961926,2.423020473,2.423024853,2.423030049,2.423033948,2.423037651,2.423039603,2.422968512,2.423042623,2.423043399
W10004_0843 X PHK76,0.007200963,0.023371139,0.101688972,0.153872537,0.261178205,0.408113157,0.529182146,0.903297627,1.072212861,1.243875825,1.568462789,1.771433125,1.925440611,2.074601708,2.123992738,2.135536887,2.148235021,2.14933597,2.149609208,2.149761428,2.149818835,2.149865777,2.149860297,2.149929512,2.14993469,2.149940834,2.149945443,2.149949821,2.149952128,2.149868083,2.149955699,2.149956617
W10004_0843 X PHP02,-0.045293315,-0.02783898,0.054228429,0.107699397,0.215975409,0.361950245,0.480972436,0.845147735,1.008983302,1.175823575,1.494446835,1.698254116,1.857830504,2.0215503,2.080922686,2.095804887,2.113235094,2.114758704,2.115093894,2.115251793,2.115303615,2.115343931,2.115339336,2.115397887,2.115402268,2.115407464,2.115411363,2.115415066,2.115417018,2.115345927,2.115420038,2.115420814
W10004_0843 X PHZ51,0.019267836,0.035886008,0.115317302,0.167720711,0.27477046,0.420445943,0.54004373,0.909026595,1.076050808,1.246549615,1.572724261,1.781209479,1.943856485,2.109154668,2.167959839,2.182423355,2.198911347,2.200299308,2.200613153,2.200773937,2.200831947,2.200878957,2.200873479,2.200942694,2.200947873,2.200954016,2.200958626,2.200963003,2.200965311,2.200881265,2.200968881,2.200969799
W10004_0844 X PHK76,0.040132865,0.057834409,0.142486641,0.198289224,0.312075561,0.466377971,0.592535327,0.978348784,1.151047206,1.325853318,1.655061221,1.860595128,2.016866571,2.169249758,2.22025058,2.232231521,2.245377398,2.246495214,2.246769693,2.246922043,2.246979453,2.247026395,2.247020916,2.24709013,2.247095309,2.247101453,2.247106062,2.247110439,2.247112747,2.247028701,2.247116318,2.247117235
W10004_0844 X PHP02,-0.135021471,-0.118948984,-0.041305656,0.010343522,0.116480429,0.261831054,0.381715934,0.753580715,0.922518169,1.095136408,1.425123535,1.635037254,1.797285989,1.958629359,2.013599481,2.026565723,2.040668462,2.041821598,2.042098757,2.042251397,2.042308814,2.042355757,2.042350277,2.042419492,2.042424671,2.042430814,2.042435424,2.042439801,2.042442109,2.042358063,2.04244568,2.042446597
W10004_0844 X PHZ51,-0.005150235,0.012017565,0.093808295,0.147638095,0.257425101,0.406591187,0.528931828,0.906073519,1.076781147,1.251124322,1.585201116,1.799492126,1.967517751,2.140079585,2.202714389,2.218433178,2.236852746,2.238462522,2.238819187,2.238992034,2.239051267,2.239098465,2.239092996,2.239162211,2.23916739,2.239173533,2.239178143,2.23918252,2.239184828,2.239100782,2.239188398,2.239189316
W10004_0847 X PHK76,-0.107701552,-0.089841659,-0.004846854,0.050986863,0.164585049,0.318318383,0.443861883,0.827545805,0.999363116,1.173439344,1.50206796,1.708141128,1.865647802,2.02054168,2.072979238,2.085382541,2.099022242,2.100167446,2.100444772,2.100597546,2.100654974,2.100701917,2.100696437,2.100765652,2.100770831,2.100776974,2.100781584,2.100785961,2.100788269,2.100704223,2.100791839,2.100792757
W10004_0847 X PHP02,-0.047066597,-0.030309553,0.05024338,0.103607065,0.212916082,0.362063248,0.484723841,0.863739527,1.035382644,1.210514471,1.544870908,1.757557438,1.92226691,2.087045803,2.143903309,2.157471624,2.172377761,2.173588212,2.173872226,2.174025993,2.174083462,2.174130408,2.174124928,2.174194143,2.174199322,2.174205465,2.174210075,2.174214452,2.17421676,2.174132714,2.17422033,2.174221248
W10004_0847 X PHZ51,-0.075332222,-0.057764728,0.025749183,0.080602431,0.192273092,0.343625876,0.467468932,0.847639646,1.018877625,1.193145315,1.524911384,1.735616969,1.898949578,2.063311197,2.12092108,2.134918847,2.150673302,2.151987681,2.152289523,2.152447503,2.152505295,2.152552279,2.1525468,2.152616015,2.152621194,2.152627337,2.152631947,2.152636324,2.152638632,2.152554586,2.152642203,2.15264312
W10004_0848 X PHK76,0.069816123,0.086898156,0.168993671,0.223354298,0.334637221,0.48632329,0.610932055,0.995088716,1.168563401,1.345183881,1.681037728,1.893398298,2.056777336,2.218522006,2.273503657,2.286487654,2.300658117,2.301821,2.302099538,2.302252418,2.302309846,2.302356789,2.30235131,2.302420524,2.302425703,2.302431847,2.302436456,2.302440833,2.302443141,2.302359095,2.302446712,2.302447629
W10004_0848 X PHP02,0.147067784,0.163752101,0.244750135,0.298800936,0.410031492,0.562404176,0.687939567,1.075397612,1.249960431,1.427019918,1.760519355,1.967835715,2.124182291,2.274367959,2.323679538,2.335167998,2.347806625,2.348906119,2.349179294,2.34933151,2.349388916,2.349435859,2.349430379,2.349499594,2.349504772,2.349510916,2.349515525,2.349519903,2.34952221,2.349438165,2.349525781,2.349526698
W10004_0848 X PHZ51,0.05999104,0.076926196,0.158567014,0.212766848,0.323952932,0.475894454,0.600989703,0.988000358,1.163400344,1.342396583,1.68404124,1.901091551,2.068792578,2.235684142,2.292689782,2.306163933,2.320818736,2.322001605,2.322281854,2.322434944,2.322492378,2.322539322,2.322533842,2.322603057,2.322608235,2.322614379,2.322618988,2.322623366,2.322625673,2.322541628,2.322629244,2.322630162
W10004_0851 X PHK76,-0.016436592,-0.000341744,0.078109167,0.130659533,0.239150011,0.388333553,0.511609792,0.893479227,1.065928762,1.240922352,1.570209989,1.774197646,1.927302374,2.073483601,2.121368491,2.132576285,2.145019697,2.146116617,2.146389712,2.146541925,2.146599332,2.146646274,2.146640794,2.146710009,2.146715187,2.146721331,2.14672594,2.146730318,2.146732625,2.14664858,2.146736196,2.146737114
W10004_0851 X PHZ51,-0.008868809,0.009243698,0.095414625,0.152006932,0.267128785,0.422898912,0.550094381,0.938821869,1.112918585,1.289333123,1.622505587,1.831565839,1.991473524,2.148895814,2.202248842,2.214870567,2.228733101,2.229889236,2.230167702,2.230320653,2.230378089,2.230425033,2.230419553,2.230488768,2.230493946,2.23050009,2.230504699,2.230509077,2.230511384,2.230427339,2.230514955,2.230515873
W10004_0852 X PHK76,-0.205218312,-0.187992871,-0.105113322,-0.050219632,0.062091357,0.214931764,0.340205837,0.724331503,0.896527149,1.070846949,1.398828267,1.603032219,1.757689526,1.907538204,1.957307373,1.968963953,1.981780644,1.982885628,1.983159113,1.983311354,1.98336876,1.983415702,1.983410223,1.983479438,1.983484616,1.98349076,1.983495369,1.983499747,1.983502054,1.983418009,1.983505625,1.983506542
W10004_0852 X PHP02,-0.107342134,-0.089838191,-0.005789929,0.049774177,0.163271295,0.317399831,0.44348811,0.828909855,1.00113051,1.175128242,1.501520971,1.704038583,1.857027893,2.004946036,2.05406001,2.065583511,2.078296424,2.079399134,2.0796725,2.079824731,2.079882138,2.07992908,2.079923601,2.079992816,2.079997994,2.080004138,2.080008747,2.080013124,2.080015432,2.079931386,2.080019003,2.08001992
W10004_0852 X PHZ51,-0.036908932,-0.020628761,0.058235866,0.110797121,0.218919602,0.367077283,0.489260123,0.867577372,1.038854095,1.213287786,1.544411897,1.752622217,1.911430624,2.066130376,2.117495424,2.129459218,2.14249571,2.143604162,2.143877768,2.144030014,2.144087421,2.144134363,2.144128884,2.144198098,2.144203277,2.14420942,2.14421403,2.144218407,2.144220715,2.144136669,2.144224286,2.144225203
W10004_0856 X PHK76,-0.155320111,-0.137757447,-0.053416308,0.002346111,0.116253915,0.270946802,0.397499765,0.784346848,0.957202963,1.131839401,1.459412287,1.662638581,1.816137403,1.964497086,2.0137268,2.025270716,2.037998024,2.039101003,2.039374382,2.039526615,2.039584021,2.039630963,2.039625484,2.039694699,2.039699877,2.039706021,2.03971063,2.039715008,2.039717315,2.03963327,2.039720886,2.039721803
W10004_0856 X PHP02,-0.126886639,-0.110473255,-0.030819712,0.022337131,0.131774389,0.281834766,0.405618882,0.788757074,0.962017115,1.13825106,1.471868022,1.680684517,1.83914367,1.992384914,2.042884826,2.054623243,2.067452369,2.068555265,2.068828577,2.068980801,2.069038208,2.06908515,2.06907967,2.069148885,2.069154063,2.069160207,2.069164816,2.069169194,2.069171501,2.069087456,2.069175072,2.06917599
W10004_0856 X PHZ51,-0.038763687,-0.021908038,0.059952811,0.114578271,0.22694786,0.380737279,0.507282927,0.896737888,1.071537879,1.248335132,1.579696827,1.784358216,1.937879367,2.084669313,2.132861453,2.144140541,2.15663733,2.157734953,2.158008068,2.158160282,2.158217688,2.15826463,2.15825915,2.158328365,2.158333544,2.158339687,2.158344297,2.158348674,2.158350982,2.158266936,2.158354552,2.15835547
W10004_0858 X PHK76,0.050450681,0.068618667,0.154961063,0.211613441,0.326767263,0.482424592,0.609412533,0.996920717,1.17018877,1.345575178,1.676219764,1.883210047,2.041186609,2.196254999,2.248640746,2.26101668,2.274617368,2.275760052,2.276037103,2.276189835,2.27624726,2.276294203,2.276288724,2.276357939,2.276363117,2.276369261,2.27637387,2.276378248,2.276380555,2.27629651,2.276384126,2.276385043
W10004_0858 X PHP02,-0.089979255,-0.073707367,0.004535641,0.056398549,0.162713912,0.307958197,0.427573931,0.798229005,0.966689221,1.139048109,1.469856406,1.682042086,1.847963238,2.016776847,2.076633859,2.091246068,2.107653531,2.108990815,2.109292642,2.109449923,2.109507602,2.109554568,2.109549089,2.109618303,2.109623482,2.109629626,2.109634235,2.109638612,2.10964092,2.109556874,2.109644491,2.109645408
W10004_0858 X PHZ51,-0.051887647,-0.035703762,0.04247827,0.094482007,0.201334076,0.347631472,0.468266713,0.842262666,1.012056247,1.185463029,1.516652054,1.727041021,1.889416545,2.050519838,2.105243125,2.118127243,2.132130249,2.133278172,2.133554857,2.133707438,2.133764853,2.133811795,2.133806316,2.133875531,2.133880709,2.133886853,2.133891462,2.133895839,2.133898147,2.133814101,2.133901718,2.133902635
W10004_0859 X PHK76,0.016189875,0.031477224,0.10631982,0.156625338,0.260791425,0.404646349,0.524066009,0.897597252,1.068431922,1.243489955,1.578792598,1.791589626,1.954692812,2.113273767,2.164927128,2.176616986,2.188838363,2.189803479,2.190036556,2.190165485,2.190214047,2.190253753,2.190249118,2.190307665,2.190312045,2.190317241,2.19032114,2.190324843,2.190326795,2.190255704,2.190329815,2.190330591
W10004_0859 X PHP02,0.013247047,0.029057456,0.105795991,0.15705198,0.262724398,0.407988299,0.528166178,0.902460446,1.073066074,1.247637661,1.581694357,1.793996714,1.957502897,2.118580028,2.172507312,2.185051966,2.198583543,2.199704334,2.199978594,2.200130888,2.200188295,2.200235237,2.200229758,2.200298973,2.200304151,2.200310295,2.200314904,2.200319282,2.200321589,2.200237544,2.20032516,2.200326077
W10004_0859 X PHZ51,0.069425262,0.086349933,0.167379799,0.22090559,0.330353787,0.479467721,0.602016073,0.980781239,1.152589763,1.328236749,1.665189321,1.88144853,2.050913624,2.224364668,2.286700362,2.302143305,2.319844128,2.321324147,2.321651365,2.321815024,2.321873239,2.321920271,2.321914794,2.321984009,2.321989188,2.321995332,2.321999941,2.322004318,2.322006626,2.32192258,2.322010197,2.322011114
W10004_0866 X PHP02,-0.015244447,0.001576459,0.081732391,0.134483448,0.242035098,0.388052837,0.507690653,0.875610034,1.041581268,1.210615342,1.53270539,1.737420484,1.896168965,2.05594869,2.111958813,2.125573769,2.140918325,2.14220765,2.142506133,2.14266341,2.142721152,2.142768129,2.142762651,2.142831865,2.142837044,2.142843188,2.142847797,2.142852174,2.142854482,2.142770436,2.142858053,2.14285897
W10004_0866 X PHZ51,0.110650361,0.12716665,0.206888779,0.259878795,0.368699427,0.517613301,0.640367731,1.020901897,1.193730209,1.370340126,1.708163483,1.923387734,2.090111439,2.256606042,2.313703753,2.327229359,2.341953033,2.343139223,2.343419715,2.343572825,2.343630259,2.343677203,2.343671723,2.343740938,2.343746116,2.34375226,2.343756869,2.343761247,2.343763554,2.343679509,2.343767125,2.343768043
W10004_0868 X PHK76,0.008598244,0.025979037,0.109434084,0.164634122,0.277497372,0.431049235,0.556942571,0.943575952,1.11736239,1.293706562,1.627032153,1.836007967,1.995402354,2.15128569,2.20351305,2.215760167,2.229136,2.23026069,2.230535634,2.23068803,2.230745441,2.230792383,2.230786904,2.230856118,2.230861297,2.230867441,2.23087205,2.230876427,2.230878735,2.230794689,2.230882306,2.230883223
W10004_0868 X PHP02,-0.044188053,-0.027669096,0.052172502,0.105293166,0.214446285,0.363884499,0.487089804,0.868883703,1.042110502,1.218937177,1.55634177,1.77036749,1.935276051,2.098440046,2.153629903,2.166580084,2.180611099,2.181757982,2.18203451,2.182187067,2.182244482,2.182291424,2.182285944,2.182355159,2.182360338,2.182366481,2.182371091,2.182375468,2.182377776,2.18229373,2.182381346,2.182382264
W10004_0868 X PHZ51,0.026875164,0.044016565,0.126256429,0.180642171,0.291877132,0.443359969,0.567724449,0.950892531,1.123873071,1.30000112,1.635077707,1.847201521,2.010690364,2.173113057,2.228652896,2.241831648,2.256269359,2.25745146,2.257732306,2.257885569,2.257943015,2.257989959,2.25798448,2.258053695,2.258058873,2.258065017,2.258069626,2.258074004,2.258076311,2.257992266,2.258079882,2.258080799
W10004_0869 X PHK76,0.013379094,0.029430388,0.107629716,0.15998264,0.267997727,0.416375491,0.538845018,0.917302886,1.087698486,1.260234588,1.583751784,1.783350995,1.932797824,2.075512429,2.122534477,2.133615398,2.145992315,2.147088841,2.14736193,2.147514142,2.147571549,2.147618491,2.147613011,2.147682226,2.147687405,2.147693548,2.147698158,2.147702535,2.147704843,2.147620797,2.147708413,2.147709331
W10004_0869 X PHP02,-0.011394138,0.008108693,0.097538307,0.154777361,0.269308492,0.42177262,0.54488999,0.9165803,1.081642213,1.248380433,1.562601436,1.759973862,1.91167386,2.062971286,2.115690916,2.128535198,2.143216841,2.144514841,2.144823464,2.144985645,2.145044158,2.145091303,2.145085836,2.145155052,2.145160231,2.145166375,2.145170984,2.145175361,2.145177669,2.145093623,2.14518124,2.145182157
W10004_0869 X PHZ51,0.182170333,0.198650568,0.277672882,0.329950195,0.436994822,0.583116547,0.703433985,1.076627527,1.246639518,1.421016855,1.757649011,1.975911948,2.149097073,2.330621824,2.398760176,2.416378104,2.437786193,2.439739356,2.440161438,2.440352428,2.440413459,2.440460927,2.44045547,2.440524687,2.440529865,2.440536009,2.440540618,2.440544995,2.440547303,2.440463257,2.440550874,2.440551791
W10004_0876 X PHK76,0.005828423,0.02150719,0.098349198,0.150068418,0.257262498,0.405333718,0.528109556,0.909692102,1.08210921,1.256744032,1.583246061,1.783079425,1.931270035,2.071219293,2.116829626,2.127440113,2.138980971,2.139941211,2.140174515,2.14030351,2.140352074,2.140391781,2.140387146,2.140445693,2.140450073,2.140455269,2.140459168,2.140462871,2.140464823,2.140393732,2.140467843,2.140468619
W10004_0876 X PHP02,0.082324499,0.100567542,0.186373729,0.242265167,0.355342876,0.507504895,0.631276215,1.007906986,1.176079353,1.34630779,1.667610733,1.869398242,2.024133408,2.177421258,2.230028591,2.242628873,2.256670162,2.257859426,2.258143616,2.258297885,2.258355417,2.258402372,2.258396893,2.258466108,2.258471286,2.25847743,2.258482039,2.258486416,2.258488724,2.258404678,2.258492295,2.258493212
W10004_0876 X PHZ51,0.070502589,0.088105729,0.172056645,0.227316567,0.339959797,0.49279723,0.617922589,1.002047141,1.174947371,1.350748834,1.684708512,1.89596521,2.058883055,2.221233705,2.277167901,2.290545772,2.305335774,2.306553593,2.306839723,2.306994055,2.307051567,2.307098518,2.307093038,2.307162253,2.307167431,2.307173575,2.307178184,2.307182562,2.307184869,2.307100824,2.30718844,2.307189357
W10004_0877 X PHK76,0.007768777,0.023097372,0.098067407,0.148500686,0.253077877,0.397733491,0.517901458,0.892999679,1.063454233,1.23684232,1.563398916,1.765050033,1.915475628,2.058009219,2.104678612,2.115685858,2.128020817,2.129117136,2.129390222,2.129542435,2.129599842,2.129646784,2.129641304,2.129710519,2.129715697,2.129721841,2.12972645,2.129730828,2.129733135,2.12964909,2.129736706,2.129737624
W10004_0877 X PHP02,-0.058984331,-0.04156126,0.041626677,0.096423419,0.208156704,0.35976856,0.483861527,0.864441517,1.035470008,1.209123196,1.53806069,1.745192494,1.904098755,2.061106562,2.114529868,2.127195191,2.141119419,2.142279162,2.142557975,2.142710972,2.142768409,2.142815353,2.142809873,2.142879088,2.142884266,2.14289041,2.142895019,2.142899397,2.142901704,2.142817659,2.142905275,2.142906193
W10004_0877 X PHZ51,-0.091212657,-0.070464176,0.022933311,0.081988432,0.199312031,0.354477796,0.479270294,0.854597578,1.020939711,1.188919496,1.50569573,1.705161981,1.859087506,2.013970163,2.068951615,2.082630962,2.098830288,2.100376339,2.100750617,2.100939583,2.10100277,2.101051214,2.101045892,2.101115137,2.101120315,2.101126459,2.101131068,2.101135446,2.101137753,2.101053708,2.101141324,2.101142242
W10004_0879 X PHK76,-0.000337408,0.015482923,0.092320329,0.143654407,0.249460423,0.394765792,0.51479245,0.887048887,1.055679271,1.227337963,1.552507809,1.756031044,1.910355751,2.059416767,2.108560131,2.120024061,2.132643747,2.133742776,2.13401593,2.134168145,2.134225552,2.134272494,2.134267014,2.134336229,2.134341407,2.134347551,2.13435216,2.134356538,2.134358845,2.1342748,2.134362416,2.134363334
W10004_0879 X PHP02,-0.145582738,-0.128598494,-0.047203305,0.006536768,0.116222935,0.265077528,0.386810784,0.75890294,0.925230397,1.093358175,1.409115953,1.605452489,1.754161467,1.898588572,1.946871597,1.958260765,1.970887511,1.971988982,1.972262299,1.972414528,1.972471934,1.972518876,1.972513397,1.972582612,1.97258779,1.972593934,1.972598543,1.97260292,1.972605228,1.972521182,1.972608799,1.972609716
W10004_0879 X PHZ51,-0.085715265,-0.068165035,0.015572037,0.070710458,0.183133534,0.335711529,0.460647725,0.84427382,1.016975068,1.192582283,1.526173569,1.737174991,1.899860708,2.06190057,2.1176764,2.131005379,2.145729243,2.146941637,2.14722699,2.147381164,2.147438665,2.147485615,2.147480135,2.14754935,2.147554528,2.147560672,2.147565281,2.147569659,2.147571967,2.147487921,2.147575537,2.147576455
W10004_0884 X PHK76,-0.045762077,-0.029388463,0.050095875,0.103414615,0.214009319,0.367232248,0.494589052,0.888987262,1.064182727,1.237904003,1.548559211,1.728764712,1.859369356,1.98373341,2.025254243,2.035055934,2.045902948,2.046841102,2.047072803,2.047201626,2.047250186,2.047289893,2.047285258,2.047343804,2.047348184,2.047353381,2.04735728,2.047360982,2.047362934,2.047291843,2.047365955,2.047366731
W10004_0884 X PHP02,-0.126775699,-0.108518345,-0.022463496,0.033610868,0.146950068,0.299094133,0.422467752,0.795421613,0.960603331,1.126838415,1.437499005,1.629996802,1.775725263,1.917625199,1.965369314,1.97669316,1.989302852,1.990405885,1.990679379,1.990831631,1.990889038,1.99093598,1.9909305,1.990999715,1.991004894,1.991011037,1.991015647,1.991020024,1.991022332,1.990938286,1.991025902,1.99102682
W10004_0884 X PHZ51,0.031676343,0.048025054,0.126916031,0.179334739,0.286931145,0.434045162,0.555193292,0.92988777,1.099535393,1.272462707,1.601642882,1.809800026,1.96973184,2.127448251,2.180670673,2.193171316,2.206785665,2.207917792,2.2081932,2.208345635,2.208403047,2.208449989,2.208444509,2.208513724,2.208518903,2.208525046,2.208529656,2.208534033,2.208536341,2.208452295,2.208539912,2.208540829
W10004_0885 X PHK76,-0.158303363,-0.143485698,-0.070873133,-0.021847621,0.080249354,0.222315444,0.340926671,0.713121339,0.882376869,1.053943644,1.37338336,1.566867688,1.709191463,1.844200967,1.889528542,1.900413663,1.912710072,1.913806353,1.914079439,1.914231652,1.914289059,1.914336001,1.914330521,1.914399736,1.914404914,1.914411058,1.914415667,1.914420045,1.914422352,1.914338307,1.914425923,1.914426841
W10004_0885 X PHP02,-0.049124523,-0.032610277,0.046815677,0.099458755,0.207339271,0.354621013,0.475809275,0.850584048,1.020451802,1.193866663,1.525237787,1.73627164,1.899889253,2.063855362,2.120567054,2.134124795,2.149043007,2.150255766,2.150540085,2.150693904,2.150751375,2.150798321,2.150792841,2.150862056,2.150867234,2.150873378,2.150877987,2.150882365,2.150884673,2.150800627,2.150888243,2.150889161
W10004_0885 X PHZ51,-0.062176227,-0.045481129,0.035280112,0.089039132,0.199523092,0.350774162,0.475435642,0.861330141,1.036123698,1.214290513,1.553253356,1.767262167,1.931290237,2.092254582,2.14612137,2.15868624,2.172289097,2.173416439,2.173691326,2.173843693,2.173901103,2.173948045,2.173942565,2.17401178,2.174016958,2.174023102,2.174027711,2.174032089,2.174034396,2.173950351,2.174037967,2.174038885
W10004_0886 X PHP02,0.033657322,0.049847414,0.127868876,0.17964978,0.285871699,0.431094661,0.550770002,0.922106353,1.091195136,1.264472045,1.598065425,1.812979397,1.981715901,2.15409737,2.215243951,2.230075243,2.246446195,2.247701455,2.247970736,2.248106283,2.248155228,2.248194971,2.248190337,2.248248883,2.248253263,2.24825846,2.248262359,2.248266061,2.248268013,2.248196922,2.248271034,2.24827181
W10004_0886 X PHZ51,0.128767658,0.144948611,0.222999298,0.27486191,0.381364307,0.527137279,0.647351972,1.020438877,1.190168407,1.363856126,1.697043306,1.910315117,2.076460741,2.244022362,2.302386903,2.316383507,2.331772615,2.333007469,2.333293756,2.333447811,2.333505288,2.333552234,2.333546755,2.33361597,2.333621148,2.333627292,2.333631901,2.333636278,2.333638586,2.33355454,2.333642157,2.333643074
W10004_0888 X PHK76,0.001520349,0.017539354,0.095504158,0.147695282,0.255446621,0.403682383,0.526248273,0.906161427,1.077674719,1.25151266,1.577418004,1.77792704,1.927413635,2.069457236,2.116079375,2.126993302,2.138936418,2.139925185,2.140161858,2.140291405,2.140339995,2.140379703,2.140375068,2.140433615,2.140437995,2.140443192,2.14044709,2.140450793,2.140452745,2.140381654,2.140455766,2.140456542
W10004_0888 X PHP02,-0.046357015,-0.0279279,0.058847683,0.115425335,0.229970549,0.384206549,0.509706529,0.891581088,1.061982762,1.234315232,1.55881174,1.761584883,1.915939968,2.066558079,2.116844904,2.128582989,2.141296927,2.14232988,2.142573543,2.142704832,2.142753575,2.142793304,2.14278867,2.142847216,2.142851596,2.142856793,2.142860692,2.142864395,2.142866346,2.142795255,2.142869367,2.142870143
W10004_0888 X PHZ51,0.116512188,0.132445041,0.209817451,0.261519825,0.368157819,0.514843537,0.636283495,1.015090676,1.188110989,1.365449705,1.705914452,1.92338776,2.091802453,2.25906131,2.315566138,2.328746744,2.34289165,2.344033533,2.344309217,2.344461643,2.344519053,2.344565995,2.344560516,2.344629731,2.344634909,2.344641053,2.344645662,2.34465004,2.344652347,2.344568302,2.344655918,2.344656835
W10004_0889 X PHK76,-0.14052084,-0.125330447,-0.051032227,-0.001036319,0.102667749,0.246160044,0.365367,0.737163614,0.905787474,1.07696696,1.398035172,1.595200806,1.741771787,1.88082435,1.926800917,1.937734774,1.950043663,1.951139949,1.951413035,1.951565248,1.951622654,1.951669597,1.951664117,1.951733332,1.95173851,1.951744654,1.951749263,1.951753641,1.951755948,1.951671903,1.951759519,1.951760437
