"","grp","var1","var2","vcov","sdcor","Percent","RMSE","Repeatability","Rsquared","Trait"
"22","Pedigree:Flight","(Intercept)",NA,0.000413705943697176,0.0203397626263724,0.0134071426104647,0.0640323677686524,0.478169887285266,0.854070707927204,"BI"
"23","Pedigree","(Intercept)",NA,0.000200732738397753,0.0141680181534946,0.00650523032431394,0.0640323677686524,0.478169887285266,0.854070707927204,"BI"
"24","Row","(Intercept)",NA,6.54131913662991e-05,0.00808784219469563,0.00211987281936548,0.0640323677686524,0.478169887285266,0.854070707927204,"BI"
"25","Range","(Intercept)",NA,0.000131700034630851,0.0114760635511856,0.00426805844344221,0.0640323677686524,0.478169887285266,0.854070707927204,"BI"
"26","Flight","(Intercept)",NA,0.0255426190344435,0.159820583888445,0.827770403729618,0.0640323677686524,0.478169887285266,0.854070707927204,"BI"
"27","Rep","(Intercept)",NA,0,0,0,0.0640323677686524,0.478169887285266,0.854070707927204,"BI"
"28","Residual",NA,NA,0.00450295914976803,0.0671040919003307,0.145929292072796,0.0640323677686524,0.478169887285266,0.854070707927204,"BI"
"29","Pedigree:Flight","(Intercept)",NA,5.34171113757042e-05,0.00730870107308434,0.0121332349769757,0.0197271385876407,0.696409587178679,0.900379157660131,"GLI"
"30","Pedigree","(Intercept)",NA,4.96438527940451e-05,0.00704583939598719,0.0112761719157002,0.0197271385876407,0.696409587178679,0.900379157660131,"GLI"
"31","Row","(Intercept)",NA,2.41312593560071e-05,0.00491235782043685,0.00548120691134843,0.0197271385876407,0.696409587178679,0.900379157660131,"GLI"
"32","Range","(Intercept)",NA,2.68973427176126e-05,0.00518626481367974,0.00610949882994751,0.0197271385876407,0.696409587178679,0.900379157660131,"GLI"
"33","Flight","(Intercept)",NA,0.00380987007323952,0.0617241449777923,0.865379045026159,0.0197271385876407,0.696409587178679,0.900379157660131,"GLI"
"34","Rep","(Intercept)",NA,0,0,0,0.0197271385876407,0.696409587178679,0.900379157660131,"GLI"
"35","Residual",NA,NA,0.00043858522815295,0.0209424265106255,0.0996208423398691,0.0197271385876407,0.696409587178679,0.900379157660131,"GLI"
"36","Pedigree:Flight","(Intercept)",NA,3.1367753681074e-05,0.00560069225016641,0.00844723498097292,0.0147143965233693,0.789757388709862,0.933920747200301,"NGRDI"
"37","Pedigree","(Intercept)",NA,4.56117143624e-05,0.00675364452443271,0.0122830876900401,0.0147143965233693,0.789757388709862,0.933920747200301,"NGRDI"
